Title,Price,Sold,Reviews,Condition,Brand,Power Source,Material,Voltage,Model,Color,Features,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,Timer Control,Refrigerant,Custom Bundle,Number of Heat Settings,Year Manufactured,Smart Home Compatibility,Heating Element Format,Air Direction,BTU Heating Rating,Heating Element Material,Tank Capacity,Control Style,Energy Star,Energy Efficiency Ratio (EER),Annual Fuel Utilization Efficiency (AFUE),Area Covered,Cable Length,Width,EC Range,Current Rating,Item Depth,Type,Tonnage,Heating System,Mounting Location,Operating Sound Rating,Power,EAN,Location,Heating Technology,Room,Modification Description,Battery Included,Bundle Description,Battery Size,Modified Item,Weight,Depth,Number of Batteries,Battery Capacity,Battery Life,Length,Motor Type,Room Coverage Area,Height,Heating Wattage,Colour,Energy Rating,Time Control,Contents of the package,Material Type,Switch Car heater,Air Outlet Car heater,Item Type,Size:,Core Material:,Heating element:,Manufacturer Part Number,ISBN,Size,Heating Method,Item Dimensions LxWxH,SHIPPING,RETURN,ITEM LOCATION,International buyers,ProductGroup,PartNumber,Label,Studio,Manufacturer,Binding,Warranty,Publisher,ProductTypeName,Model Number,Item Height,Package,Piece Count,Item Weight,Room Size,Indoor/Outdoor,Product Depth (in),Wattage (watts),Heater Type,Product Width (in),Area Heated (Sq Ft),Heater Controls,Color Family,Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),Portable Heater Features,Country of Origin,Prop65_fl,Prop65Warning,SKU,Application/Usage,Area Coverage,Form Factor,Input Voltage,Maximum Heat Power,Product Model,Product Type,Timer,Weight (Approximate),Heat rating (BTU/hour),Pack Size,Heat Output,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Department,Style,Ventilation Type,Chamber Depth,Finish Type,Model No.,Assembled Product Dimensions (L x W x H),MaterialType,Voice Control Hub Required,Remote Access,Smart Home,Requires Hub?,Works With,Power Options,Item Weight ‏,Hight,New Title,Fuel Type,Heating Element,Minimum Heat Power,Item model number,Warranty Description,Batteries Required,Batteries,Is Assembly Required?,Is Discontinued By Manufacturer,Product Dimensions,item_width,item_length,Mount Type,package_length,Package Dimensions,Baseboard Heating Type,Hydronic,Product Length (in),Thermostat,Heating Product Type,Heating Technology Type,Vented,Number of Cool Speeds,Product,Size Type,Automatic shutoff,Installation,Timer Included,Anti-freeze setting,ACLI Safety Plug,Remote Control,Accessories Included,Oscillation,Tax,VAT Rate,For,COUNTRY  OF ORIGIN,Amazon Title,Generic Keywords,Category 1,Category 2,Weight (lbs),Length (in),Width (in),Height (in),Feature Bullet 1,Feature Bullet 2,Safety Tip-Over Switch,Indoor Safe,Ignition,Heat Settings,BTU Per Hour,Recommended Location,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembly Required,Assembled Height (in),Total BTU,Cord Length (ft),Heating Area (sq ft),Outdoor Living Product Type,Assembled Width (in),Housing Material,Country Of Origin,TAX,Handling Time:,Questions,Product Style 3,Product Style 4,Product Group,Product Style 1,Product Style 2,Assembly,Dimensions,Air Flow,Product Features,Overall Width,Special Features,Wattage,Heating Element Type,Cord Length,Overall Height,Plug Type,Power Type,Assembled Product Weight,NumberOfItems,Bundle Listing,Item Location,Category,IsAdultProduct,Shipping Weight,Mount Location,Product Weight (lb.),Product Weight lb,Product Depth in,Package Condition,Area Heated Sq Ft,Area Heated (Sq. Ft.),Heat Output BTU/hour,Functionality Check II,Product Lot Quantity,Returnable,Brand:,Control Style:,Power:,Energy Efficiency Ratio (EER):,Material:,Number of Heat Settings:,Cable Length:,Power Source:,Mounting Location:,Tank Capacity:,Operating Sound Rating:,Heating Element Format:,Features:,Color:,MPN:,BTU Heating Rating:,Item Depth:,Area Covered:,Heating Element Material:,Item Length:,EC Range:,Condition:,Item Width:,Annual Fuel Utilization Efficiency (AFUE):,Country/Region of Manufacture:,Model:,Energy Star:,Voltage:,Style:,Custom Bundle:,Heating System:,Modified Item:,Mounting,Product name,Power line,Product Meas,Heating power,Use,Net Weight/Gross Weight,Box Size,Package Include,manufacturer_part_number,Maximum Coverage Area,Power cord,Product size,Net weight/Gross weight,Box size,Package Included,BoxSize,Rated Voltage,Main material:
Comfort Zone CZQTV007EWT-EC Quartz Electric Tower Space Heater 120 VAC White New,114.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Electric,Metal housing,120 V,Comfort Zone CZQTV007,White,"Auto Shut-off, Portable",8.25 in,12 in,CZQTV007EWT-EC,,,,Does not apply,,,No,Variable,,,N/A,,N\A,n/a,N/A,Touch,Compliant,N/A,N/A,medium size room,6 Foot,,A - G,,N/A,Tower Heater,,N/A,"Desk/Tabletop, Floor",Quiet,750-1500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A+ 600/1500W Outdoor Electric Patio Heater_Balcony Courtyard Ceiling Mount Style,113.23,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Electric,"Aluminum,stainless steel",120V 60Hz,,Silver,,,,Does Not Apply,,China,Other: See Item Description,686086806646,,,No,,,,,,,,,,,,,,,,,,,Patio Heater,,Halogen tubes heating,,,600W/1500W,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chain Patio heater,1.6m,43*43*33CM,600W/1500W,Out door / Indoor,2.64kgs/3.54,46.7*45.2*35.9CM,1x Electric Patio Heaters+1x Product manual,,,,,,,,,,
120 Volt 1250 Watts Electric Radiant Ceiling Heater Satin-Finish Aluminum Grille,111.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Broan-NuTone,,,,,Silver,,,,,,,,744110052596,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,0744110052596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,Broan-Nutone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75 x 12.50 x 4.00 Inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,2.19 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,
Atomi Smart Wifi Portable Tabletop Space Heater,110.04,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,,,AT1482,White,,,,,,,,705353512483,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,0705353512483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500 Watt per Square Meter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 sq. ft.,,,,,,,,
*NEW* Quiet Auto Electric Oil Filled Radiator Room Adjustable Space Heater,110.95,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",C-Way,"Electric, Oil",Hard Plastic,120 V,,White,Auto Shut-off,9.50'' inch,14'' inch,NY785468,,,,Does not Apply,,,,3,,Universal,Coil,,,,,Rotary Knob,,,,,,,,,,Portable Heater,,Radiant,Floor,Quiet,600/900/1500 Watts,Does not Apply,,,,,,,,,,,,,,,,,25'' inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRHEATER F242650 10000-30000 BTU Double Tank Liquid Propane Top Heater,113.7,60-day returns,"['Product is easy to assemble, simple to operate and has adjustable output making it great for small and larger areas. Wish it could be used indoors for emergency power outages but it does not have an oxygen depletion sensor which is necessary for that purpose. Great product to use on your deck for cool to cold temperature outings in fall and winter. ', 'This heater does work.  I have had a couple of hic-ups with it though.  One burner shut off a couple times...but did finally stay on the last time I lit it.The final reason why I decided to by the Mr. Heater is because the statement said it was made in the USA.  Not so!!!  When I received it, I looked on the box and it said (MADE IN CHINA).Disappointing.  I, personally, am REALLY tired of buying stuff made in China!!!  If there was a neutral button, I would have gone all neutral.BUY USA....  Thank you, Tom', ""Pro's~~puts out a lot of heat fast.  I haven't  used it enough to rate its fuel consumption efficiency.  Propane here is around three bucks a gallon.  Easy assembly to get it working.con's~~I don't know if this is a con, but their are wires and tubing exposed right next to the heat pans and it just seems like they could be in conduit or something.  These are visible in the pictures shown.  Maybe perfectly safe, just look iffy."", 'I have one other Mr. Heater product and it works fine so I purchased this unit. The unit goes out constantly whenever a slight breeze is blowing. It is extremely frustrating having to constantly be watching the outages. I contacted customer service at Mr. Heater to explain the issue and got only one argument after another. The representative was more interested in arguing semantics like wind vs. breeze rather than addressing the issue at hand. I was totally frustrated and am totally dissatisfied with this product. I would absolutely NOT recommend this product to anyone who is planning on using it outdoors for any reason. This is an ongoing issue as I have since read several reviews from others who have the same problem with this product. I have disconnected the unit and it is in my shed where it will probably stay until I can find someone who is willing to give me a couple of bucks for it.', 'This is a great tank top. I have had several brands so I know good from not so good. This lights easily, stays lit and provides lots of heat. Glad I bought Mr. Heater.', 'Sitting on top of a 40# tank in a corner...takes the chill off of an outside kitchen lounge area. Works perfectly..happy customer. Seems to be better build quality than others I considered at the local large retail stores...They seemed a little cheap. Think this is a better product. ', 'Great heater for the price.  It has 3 heater settings and is extremely easy to operate.Liked it so much that I purchased a 1 burner portable (camp style) for our ice fishing shanty.', 'ive owned a few of these over the years, 1 and 2 head models, and work everytime, first  2 head model made it 10 years in wisconsin garage...dont skimp!, buy MR. HEATER!!!!', 'Great product.    Puts off plenty of heat even on low.     Really like having 3 settings. Low Med High.  ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Propane,Chrome,Not Electric,MH30T,White,"Timer, Heater, Outdoor",26.5 in.,17.2 in.,F242650,Infrared,,,0089301426504,15 Minutes,,,1,,,,,30000 BTU,,,Digital,,,,150 to 249 sq ft,,,,,,Tank Top,,Radiant,Garage,,,0089301426504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro (METRO) kotatsu Replacement heater U-shaped quartz tube MSU-501H (K),113.71,Returns accepted, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Samcorn,,,,,,,,,MSU-501H(K),,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSU-501H(K),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F232050 4K - 9K BTU Portable Buddy Heater,113.15,60-day returns,"[""I bought this heater for my small garage workshop. My electric heater kept tripping the breaker while using other equipment. I was afraid of other gas heaters due to their carbon monoxide emissions. This was one of the few gas heaters rated for indoor use. It also has an oxygen depletion detector and tip over cut off feature which I thought was very important.This heater silently keeps my shop warm in even the coldest temperatures and can also be attached to a 20 pound propane tank with an accessory hose ~ which I also purchased. I've run this heater for up to 6 hours uninterrupted with no noticeable fumes and since all the heat is focused out the front, it can be set close to a wall with no worries.I know I'm going to get a lot of use out of this heater. It was a very reasonable price and filled my needs perfectly. Highly recomend the Mr. Heater Buddy for heating small spaces."", 'Here in Monterey County the weather can be colder in the evenings. At my home we cut of the central heating back in ‘88 so we all dress up like eskimos to keep warm. Don’t get me wrong. We do use electric heaters in certain areas but after purchasing this Portable Propane heater, it was Heaven sent. I recommend this product with all my heart. It is compact. It is durable. It is easy to refuel. It is warm to hot. And now, as we speak, the 5 ft extension hose just arrived. When connected from my Gas Buddy to a 20 lb propane tank, I should get at least 24 hrs of constant heat. Thank you for your time. ', 'The last power outage we only had kerosene heaters.  They are big, bulky, heavy, require pouring fuel and the fumes left us wheezing and coughing.  Therefore, we found these Mr. Heater, bought two and what a difference.  Small enough to be moved from room to room and so much safer.  You will love Mr Heater.', ""Small and practical for portable heat when equipped with a disposable bottle, it's even great for a more permanent heat source - just pair this heater up with a hose and a large refillable propane bottle.  It even has a pilot light for easy on and off use.  Two heat settings, 4000 and 9000 BTUs.  The back of the heater stays cool to the touch, so it can be used backed against a wall.  Six stars for this heater."", 'Really nice heater. Relatively easy to operate and has safety features. Heater will not run all night, though with the small propane cylinders. ', ""Love this portable propane heater. Can't wait to take it camping. In the meantime, we use it around the house to warm up and enjoy the heat it produces. If the power goes out, we will stay warm with this heater!"", ""This is a very good product.  What is different about Mr. Heater compared to other small heaters is that it uses 1 lb. propane tanks, thus it does not have to be plugged in or placed near an electrical outlet.  It is easy to use and have a anti tip safety feature that will cut the unit off if the unit is tipped.  Keep on hand a few 1 lb. propane cylinders, and you're good to go.  Very good heater for small spaces and can be used indoors."", 'Great propane heater with 2 settings. I also bought a 12ft hose to connect to a 5 Gallon propane tank. The low setting was enough to warm my 29ft motor home. Perfect.', 'Purchased the additional Mr. Heater 10\' hose (item F273704) that you don\'t have to use a filter and connected it to a 20 lb. bottle of propane.   Easy to light and ran all night on low to keep my greenhouse warm.  I used a 1.5"" PVC water pipe and ran the pipe under the foundation of my greenhouse and then ran the hose through it outside where the tank was located.  For safety reasons, you aren\'t supposed to have the 20 lb. tank inside near the heater.  I cut up an old wash cloth and stuck it inside the pvc pipe to keep bugs and cold air from entering into my greenhouse. So easy to do.  ', 'Product operates exactly as advertised, which nowadays is not always the case. It functions easily and simply. Really like the option to go to larger capacity tank for longer use periods or not having to change out bottles constantly.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Battery,,,MH9BX,Black,,9in.,14.25 in,"F232000, MH9BX",,,,0089301320000,6 hrs,,,3,,,,,4000-9000 BTU,Copper,20 gal,Rotary Knob,,,,,,,,,14.25in.,Heater,,Heat Pump,Floor,,,0089301320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimus Portable Mini Ceramic Heater,111.61,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Optimus,Electric,Ceramic,120 V,H-7800,Black,,NA,,H7800,,,,0630326178000,,,,1,Unknown,,Coil,,,,,"Dial, Switch, Push Button",,,100%,,6 ft,,,,,Space Heaters,,Forced Air/Fan,"Desk/Tabletop, Floor",,,0630326178000,,,,,,,,,,,,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEGA-H-7800,,,,,,,,,,,,,,,,,,,,,Home Improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Broan-NuTone 157 Low-Profile Fan-Forced Ceiling Heater, Enclosed Sheath Eleme...",114.1,60-day returns,"['the product shown is not what I received.  the illustration is the wire coil unit and the 157 is a solid core heat unit, kinda like an electric stove top.  I have not used it enough to know if it works as well as the coiled wire.  It takes longer to heat up than the coil type.  I am unsure what happens if the unit overheats.  It has some type of thermal overload resistor, but not sure if it will reset like the thermal unit on the coil type.also my unit had been opened and was missing a screw and the center name plate, but I was able to use those parts from the old unit I was replacing.', 'The heater was purchased to replace an old model ceiling heater.  This one, manufactured by Broan, is installed in an elevator.  Normally, elevators are placed inside the building for use and uses the ambient air to heat/cool the space.  This particular elevator is installed on an outside wall and ambient temperatures are hard to come by.The Broan unit is turned on during the fall/winter season and runs almost constantly.  It keeps the elevator well heated.  The installation of the unit is very simple and can readily be installed over a 4x4 electrical box.  After the unit has been in use for awhile, the metal screen covering may begin to rattle.  There is a single phillips-head screw that holds the screen on.  This screw will loosen and requires tightening periodically.  Another alternative is to use a ""Lock-Tite"" product to secure the screw.  I\'ve tried using lock washers, but they do not hold very well.Overall, the unit is durable.  The small motor that rotates the fan needs to be cleaned and lubricated periodically.  At times, I\'ve found the fan speed slowing down and have had to clean/lubricate the motor to get the fan up to speed.  If the fan motor decreases too much, there is a thermal heat sensor that will cause the heater element to turn off.  This prevents the heater element to overheat and cause a fire.  Overall, a decent little unit that thats the chill off the space during the winter months.  Because of my search for this product, I purchased two of them.  One of them is in \'bench stock\' in case the first one should fail.', 'Don\'t know why I waited so long to purchase and install a ceiling heater in our Master Bath.  After one week of use, I am very pleased and hoping that it will provide many years of service and comfort.  I was disappointed to discover that there was no  installation  hardware included with the fan.  The instructions indicated that it was  ""easy to install"" - only if you have your own hardware available.', 'I bought this to replace a Broan model 154 that lasted about 2 years.  So far it works great.  It heats the bathroom nicely and is much quieter because it has a solid metal heating element instead of the thin coiled wire element of the model 154.  This type of element should be more efficient and last longer as well, but only time will tell.', 'Installed it overhead just as I step out of the shower. Works on a timer that I set for approx. 10 minutes. The family likes it also.', 'Improved design replaced old one like it that stopped working after several years', 'This device stopped working in a week after installation. The power to the heater tested good.', ""Love this little heater, just renivating my Mum's home.   It's so nice to have this little heater in the basement bath.  Very reasonable in price and a nice touch!!!"", 'Brand new unused, unopened.  Excellent purchase. ', 'The Broan 157 ceiling heater is a great upgrade from the "" twisted wire element "" heater. This unit has a solid element like on a stove top burner and heats my bathroom better.  You will be very happy with this unit.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Broan,"Corded Electric, Fan, Fan,Electric, Electric, Electric Fan","Aluminum,Nickel,Chrome,Metal, Aluminum, Satin Finish, Chrome, Aluminum,Metal,Chrome, Nickel, Aluminum,Chrome,Metal,Nickel, Metal, Satin Nickel",120 V,157,Gray,Indoor,11 in,,157,Unvented,,,026715080731,,,,1,,replacement water heater heating elements,,,,,,"Dial, Switch, Dial,Remote Control,Switch, Remote Control, Switch,Dial,Remote Control",,,,Under 150sq ft,,,,,,Surface-Mounted,,Radiant,"Wall,Ceiling, Wall, Ceiling",Low,1250 W,0026715080731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*600W/1500W Outdoor Electric Patio Heater-Balcony Courtyard Ceiling Mount Style,113.23,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Electric,"aluminum,stainless steel",120V 60Hz,,Silver,,,,Does not apply,,,,686086861171,,,No,,,,,,,,,,,,,,,,,,,Patio Heater,,,,,600W/1500W,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chain Type Terrace Heater,,,,,,,,,,1.6m,43*43*33CM,2.64kg/3.54,46.7*45.2*35.9CM,1x electric patio heater+1x product brochure,,,
