Title,Price,Sold,Reviews,Condition,Mounting & Moving,Country/Region of Manufacture,Heating System,UPC,EAN,Power Source,Color,Number of Heat Settings,MPN,Material,Brand,Type,Control Style,Model,Features,Mounting Location,Item Width,Power,Colour,Room,Item Length,Item Depth,Heating Element Format,Voltage,Area Covered,Year Manufactured,BTU Heating Rating,Timer Control,Air Direction,Smart Home Protocol,Operating Sound Rating,Cool Fan Setting,Location,Recommended Environment,Type 1,Custom Bundle,Heating Element Material,Power (W),Design,Voltage Supply,Bundle Listing,Heating Technology,Energy Efficiency Rating,Unit Type,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),EC Range,Application,Annual Fuel Utilization Efficiency (AFUE),Size,Wattage,ISBN,Non-Domestic Product,Modified Item,Heater Type,Cable Length,Width,Heater Style,Height,Style,Smart Home Compatibility,Manufacturer Warranty,Country of Origin,Product Name,Temperature,Cover material,Lead wire,Perfermance 1,Perfermance 2,Bundle Description,Number of Cool Speeds,Tonnage,style,Manufacturer Part Number,Manufacturer,Item Height,Item Weight,Prop65_fl,Prop65Warning,ProductType,Country of Manufacture,Product Type,Instructions Included,Shape,Refrigerant,Compatible Model,Current Rating,Country Of Origin,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Number of Items,Use,Certification,Electric Heater Type,Heating Element,Installation,Origin,Contents of the package,Application Area,Rotating Speed,Timing Function,(Remote control) Battery,Volatage,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Heating Method,Item Dimensions LxWxH,Region Code,Item model number,Package Dimensions,Heat Output,Weight,Heater,Finish,Manufacturer Color,Collection,Category,California Prop. 65 Warning,Color:,Power:,Application area:,Compressor Type,Personal Heater,Heating Wattage,Recommended Location,Plug Type,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Frequency,Part Number,Batteries Required?,Item Package Quantity,Product Dimensions,Warranty Description,Batteries Included?,Number Of Pieces,Is Discontinued By Manufacturer,Included Components,Energy Rating,Stock #,KeroHeat Wick,Redstone RS-110 Wick,Compatible Product,Feature,HeatMate CTN110 Wick,Measurement (Approximate),Title,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Max. Power (kW),Dimension(L*W*H),Insulation,Heating BTU,Name,Power Cord Length,Product Power,Fit For,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Model Number,Number Of Speed Settings,Area Heated,Voltage (v),Function,Sku,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Overall Length (In.),Overall Length,Terminals,Sheath Material,NumberOfItems,Slotted Hole Width,Mounting Dimension,Watts,Screw Size,Max. Sheath Temp.,Mounting Type,Watt Density,Phase,Slotted Hole Length,Quantity,Room Coverage Area,Item name,Control,Christmas gift,Ceramic Heating Element,Plugs,Heater electrics,Voltage (V),Mini Warmer,Warm air mcahine,Fan Heater,Suitable for,Winter warm items,Brand Name,Heater For Home,Wall heater,Home Heater,Number of Speed Settings,Winter Hand Warmer,Air Blower,SHIPPING,RETURN,ITEM LOCATION,International buyers,Tube Length
12V 150W Car Portable Dryer Heating Cooling Dry Heater Fan Defroster Demister,33.83,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12v for cars,,16*12*7.5 cm/6.3*4.72*2.95 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car Heater,About 1.4 meters,150 w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 100W PTC Car Fan Air Heater Constant Temperature Heating Heaters Supplies @,32.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,Does Not Apply,Does Not Apply,Fan,Black,1,,Ceramic,Unbranded,PTC Heater,automatic,universal,,"heater, humidifier, air conditioning and other commonly used appliances",3.54 in,100 W,,,2.36 in,2.05in,,12 V,,,,,,,,,,,,No,,,,,,,,,,,,,,95-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GiveBest Portable Ceramic Space Heater, 2 in 1 Oscillating 1500W/750W Electric R",32.09, , ,,,,,na,,Electric,Silver,,B09RN7F9CP,Ceramic,GiveBest,Portable Heater,,905A,Oscillation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado VH Vortexheat Vintage Space Heater. Tested And Working,30.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,Forced Air/Fan,,,Electric,Beige,,,,Vornado,Portable Heater,,Vorado VH VortexHeat,,,,1001-1500 W,,,,,Coil,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heller 2000W Oscillating Portable Heater/Fan Adj Thermostat Floor/Desk HUFHOS,43.99, ,"['Excellent product at a reasonable price', ""Takes a while to heat, have to have right next to you (almost on you) to feel the warmth. I only live in moderately cool area and didn't do too much to warm up in 14 degrees. Wouldn't personally buy this brand again, had other brands in the past that worked better."", 'Value, compact.  Ideal for small spaces, like a bathroom!  Good choice of heat settings.', 'Excellent', 'Heats up quickly.', 'Dose the job ', 'Portable ']",New,,,Forced Air/Fan,9312737099969,,Fan,,2,does not apply,plastic,Heller,Portable Heater,Rotary Knob,hufhos,"Auto Shut-Off, Oscillation",Floor,n/a,1501-2000 W,White,,n/a,n/a,n/a,240 V,11 - 20 sq m,2021,n/a,,,,Standard,,,,,,n/a,,,,,,,,,n/a,n/a,A+++ - D,,Less Than 80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko AW315 Bladeless Ceramic Heater With Remote Control - Black/Gray,70.0, ,"['The slim design takes up little space, it puts out heat very quickly and the remote control is a great feature!', 'After doing a lot of research I chose this heater because it had reviews from others saying it heated large rooms. I have an open kitchen to LR and it does heat up both so much that I have to run on low I get to hot. My previous heater was also a lasko. But the difference with this one is it heats the air not objects in the room. I would buy another. Differences are infared heats objects in room convection heats the air. ', 'I thought by it being blameless it would be silent operation but it is a little noisy. Otherwise nice design.', '   I have been using this heater for about ten days and it still emits a very strong unpleasant smell when turned on. It lasts about twenty min into the use of it. I WILL be returning it as I can no longer tolerate the smell as it makes both me and my wife nauseous. ', 'works great']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,Convection,0046013776358,,Electric,"Gray, Black",2,AW315,Ceramic,Lasko,Portable Heater,"Remote Control, Digital, Touch",Lasko AW315,"Auto Shut-off, Timer, Oscillation",Floor,10.8 in,1001-1500 W,,,8.1 in,,Coil,120 V,,,Less Than 2000 BTU,8 hrs,,,None,,,,,,Brass,,,,,,,,,1 gal or Less (5 L),3 or Less,,,,,,,,,,,,,,,ADT Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heater electric fan ,31.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,Does not apply,,Electric,Black,,ZSF019A1,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater PTC Ceramic Air Incubator Silicone Temperature Line AC DC 500W ,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,354482671709,,Electric,Multicolor,1,3179443121,Ceramic,Unbranded,Electric Heater Parts,"Digital, Push Button",3179443102,"Auto Shut-off, Timer","Desk/Tabletop, Floor, Wall",See picture,500W,,,See picture,6 in,Strip,110 V,None,2021,None,None,,"Bluetooth/Bluetooth Low Energy (BLE), Clear Connect",11-20 dB,,,,,No,PTC Thermistor,,,,,,,,A++,1 gal or Less (5 L),None,A+++ - D,,None,,,,,,,None,,,,,Amazon Alexa,Other: See Item Description,,,,,,,,,,None,,,,,,,,,,,,,,,Less Than 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140*50*26mm,Insulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28714 FORCED AIR,SALAMANDER,TORPEDO, KEROSENE HEATER FUEL NOZZLE 190-215,000 BTU",30.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,"Forced Air/Fan KEROSENE HEATER, SALAMANDER, TORPED",,,Kerosene,,Variable,"ENECRO 28714 190,000-215,000 BTU FORCED AIR, KEROSENE ,SALAMANDER, TORPEDO HEATER",Copper,"MR HEATER,HEATSTAR,DEWALT,TRACTOR SUPPLY",FORCED AIR KEROSENE HEATER,"Dial, Digital, Rotary Knob","28714,22109,F221891",,Floor,,,,,,,FORCED AIR,,Greater Than 1000 sq ft,,"190,000-215,000",,,,,,,,,,Copper,,,,,,,,,11-20 gal (39-76 L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko CT14107 Ultra Slim Desktop Ceramic Tower Space Heater 1500W /Black,33.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Forced Air/Fan,0046013777645,,Electric,Black,3,CT14107,Ceramic,Lasko,Tower Heater,"Rotary Knob, Switch, Analog/Mechanical",,,"Baseboard, Floor, Desk/Tabletop, Cabinet",,,,,,,Coil,,,,,,,,,,,,,,Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600W Electric 12V Car Heating Heater Fan Defogger Defroster Demister Windshield,34.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,963941810841,,Fan,White,,,Stainless Steel + Aluminum + Electronic components,JahyShow,Heater,,,,,,600w,,,,,,12 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle Car 12v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Ceramic Heater NT15-20A,34.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,Ceramic,Unbranded,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 100W PTC Car Fan Air Heater Constant Temperature Heating Heaters Supplies ~,32.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,Does Not Apply,Does Not Apply,Fan,Black,1,,Ceramic,Unbranded,PTC Heater,automatic,universal,,"heater, humidifier, air conditioning and other commonly used appliances",3.54 in,100 W,,,2.36 in,2.05in,,12 V,,,,,,,,,,,,No,,,,,,,,,,,,,,95-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 100W PTC Car Fan Air Heater Constant Temperature Heating Heaters Supplies ^,32.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,Does Not Apply,Does Not Apply,Fan,Black,1,,Ceramic,Unbranded,PTC Heater,automatic,universal,,"heater, humidifier, air conditioning and other commonly used appliances",3.54 in,100 W,,,2.36 in,2.05in,,12 V,,,,,,,,,,,,No,,,,,,,,,,,,,,95-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO CSH00171 Strip Heater,240V,8 In. L,1200 Deg F",33.47, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,CSH00171,,TEMPCO,Strip Heaters,,CSH00171,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Little Buddy 3800-BTU Propane Heater Portable Tested Working,, , ,,,,Radiant,does not apply,,Propane,"Black, red",1,does not apply,,Mr. Heater,Portable Heater,,Mr. Heater MH4B,,"Desk/Tabletop, Floor",,,,,,,Strip,Not Electric,,,,,,,,,,,,,Radiant,,,,,,,,,1 gal or Less (5 L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Bram-Metal no. 5 Heater Argentina Caletador Bram Metal ,,30-day returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,Argentina,,,,Kerosone,Brown,Infinitely variable,Does Not Apply,"Metal, Steel",bram-metal,,Rotary Knob,no. 5,,,,,,,,,,,Under 150 sq ft,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater 5 Foot Propane Appliance Extension High Pressure Hose 1/4 Female P...,31.89,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,089301737174,Does not apply,,Multicolor,,Does not apply,,Mr. Heater,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pack of 1,,0752913187773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 3 Business Days (Usually same day),U.S.A Free And Fast Shipping,100% Customer Satisfaction,"Professional Service, We Will Solve Any Problem",Shipped to select countries outside of USA,"USA 60 Day, International 30 Day Money-Back Guarentee",This product has a special price for a limited time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V Portable Car Heater Electric Heater Heating Cooling Fan Defroster Demister,34.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,Black-Gray,,Does Not Apply,ABS,Unbranded/Generic,Car Heater,,,,,7cm,150W,,,15cm,,,12V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auxiliary Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Heater Heatwave Parabolic Space Heater,34.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,"Radiant, Convection",0735541181207,,Electric,Black,2,HEATP-MC1,Ceramic,Handy Heater,Portable Heater,,HEATP-MC1,Auto Shut-off,,,350 W,,,,,,,201-250 sq ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Programmable Space Heater with LED Display Wall Outlet Electric Heater with A...,31.4,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,630128804466,Does not apply,,,,Does not apply,,GiveBest,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0630128804466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life Smart HT1193 350w Personal Desktop Heater,32.84,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,817223017704,,,,,ht1193,,LifeSmart,Space Heaters,,HT1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Mini Electric Plug-In Wall Handy Heater with Blower Fan Radiator 220v,35.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,,Does not apply,,"Electric, Fan",Black,,Does Not Apply,Steel,Unbranded,Portable Heater,,,,Wall,,<800w,,,,,,220 V,,2022,,,,,,,,,,No,,,,,,,,,,,,,11-20㎡,,10*8.5*16.5cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathroom,,Fan Heater,Ptc,Portable,Cn(origin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eu Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Home Heater,Second Gear,<20㎡,220v,Adjustable Thermostat,Ps12,15-32℃,12h,High/low,Yes,Best,Feedback,China,china,Paypal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lloytron F2035WH Staywarm Upright & Flatbed Heater Automatic Cut-off in White ,24.95,39 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Lloytron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westinghouse Ceramic Heater w/ Adjustable Thermostat WHD0903 1500W FREE SHIPPING,32.88, ,"['Typical heater. has temp control and  good for single room  i use it in my gun safe to keep the air dry and it works really well.', 'It looks small but very powerful to warm enough. I love this', 'light weight, takes up very little space, heats a small room really well.', 'perfect fit for setting on top of my dresser.  works great!.  Very happy with this product.', 'Works as promised. Lightweight with great features.', 'Good deal lucille Quality for cheap ', 'It is a very good heater for a small room. Keeps my grandson toasty warm', 'It works fine for a little thing, keeps the bathroom warm,so leave me alone and get your own.Buy now.', 'We use in the motorhome. Great small heater.', 'Amazing product and price']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,0819813014803,,Electric,Gray,3,WHD0903,"Ceramic, Chrome, Plastic, Metal",Westinghouse,Portable Heater,"Switch, Remote Control, Digital",Westinghouse WHD0903,"Safety Switch, Auto Shut-off","Desk/Tabletop, Cabinet, Floor",6.1 in,1500 W,,,,6 in,,120 V,Small,,,,,,,,,,,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
