Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Colour,Custom Bundle,Modified Item,Item Depth,Item Width,Energy Efficiency Rating,Material,Tank Capacity,Power Source,Type,Features,Operating Sound Rating,Energy Efficiency Ratio (EER),MPN,Mounting Location,Item Length,Area Covered,Number of Heat Settings,Power,BTU Heating Rating,Brand,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,UPC,Tonnage,Color,Rated Voltage,Mounting Hole Distance:,Mounting Hole Size,Size,Cooling Method,Cable Length,Weight,EAN,Country/Region of Manufacture,Air Direction,Manufacturer Part Number,Smart Home Compatibility,Prop65_fl,Item Height,Manufacturer,Prop65Warning,Country of Origin,Year Manufactured,Smart Home Protocol,ISBN,Perfermance 2,Product Name,Temperature,Application,Cover material,Lead wire,Energy Star,Perfermance 1,Current Rating,Marke,Rated Power,Mounting Hole Distance,International Availability,Compatible Brand,Compatible Model,Department,Product,Refrigerant,Timer Control,Manufacturer Warranty,Corrugation Length,Heating material,Location,Bundle Listing,Depth,Heater Style,Heating mode,Heating Wattage,Height,Mounting distance dimensions,Recommended Environment,Power Type,Recommended Location,Actual Color,Object Type,Handmade,Item Weight,Temperature Tolerance,Heat Material,Range,Shell Material,Gift,Shipping,Country Of Origin,Package Contents,Wire  Length,Wire width x thickness,Perfermance,Cable length,Product Type,Country of Manufacture,Item model number,Package Dimensions,Warranty,Maximum power,Placement on Vehicle,fit 1,Style,Part Type,OutOfStockControl,Control Type,Energy Rating,Wattage,Wire Length,Item Type,Noise,Feature,Patio Heaters Type,ProductType,Head Material,Pin,Usage,Body Material,Current Amp,inv,select,Kero-Sun Omni 85 I-L Wick,Wick 509,Hole Diameter,Color:,Final Product,Size:,Compatible Product,HeatMate CTN110 Wick,KeroHeat HMN-110 Wick,Measurement (Approximate),Redstone Wick,Resistance Properties,Name,Rated power,Rated frequency,Rated voltage,Applicable area,Control method,Recommended environment,Applicable,Package Included,Power Wire Length,Product color,Product function,Product power,Product size,Product voltage,Power supply,Unit Type,Plug Type,*1. Voltage,*2. Shell color,*3. Length of power cable,*4. Power,*5. Product size,Product Dimensions,Domestic Shipping,California residents,International Shipping,Shipping Weight,Applications 2,Applications 3,Function 1,Function 2,Batteries Required?,Assembly Required,Heating Method,Item Dimensions LxWxH,Is Discontinued By Manufacturer,Non-Domestic Product,Kero-World KW-23B
"Dyna-Glo Replacement Wick RW16CP Kerosene Heater w/ Ignitor WK95C8, RMC-95C6, RM",18.99, ,"['This is an original manufacturer replacement wick that includes an igniter.  I am very pleased with the quality and price. I know that it will perform well for me.I ordered a 2nd wick after successfully installing the first one with the excellent installation video provided by Dyna-Glo.I love it!', 'Product works great, nice full round even flame during burn.', 'This wick fit as it should and my heater now works as well as it did when it was new. ', ""This is 'OEM' Dyna-Glo replacement wick, with ignitor.  Great quality - fitment - durability."", ""The wick did't go up as high as original, but its quality is excellent."", 'Great wick. Burns as should. Great replacement and easily installs.', 'good fit  fast delievery', 'GRATE ‼️🤟 ya', 'Fits and works great', 'All-some great wick.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,RW16CP,,No,,,0.500,,,,Kerosene,,,None,,RW16CP,"Floor, Desk/Tabletop",,100 sq ft or Less,1,,,Dyna-Glo,"Push Button, Analog/Mechanical",,,Radiant,85-90%,Not Electric,0872076025535,,"White, Beige, Orange",,,,,,,,,"Korea, Republic of",1-Way,,,,,,,,2018,Infrared,,,,,,,,,,Less Than 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 24V PTC Car Fan Air Heater Constant Temperature Heating Heaters Supplies,16.20,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Fan,Black,,,,,,Plastic,,Electric,Portable Heater,,,,Does not apply,,,,,100-120W,,Unbranded,,,,Motor,,12/24V,Does not apply,,Black,,,,,,,,Does not apply,China,,,,,,,,,,,,,,,,,,,,,Markenlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 In 1 Mini Tabletop Electric Ceramic Heater With Removable Hand Warmer Green ,19.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,"5""",,Ceramic,,"Electric, Does not apply",Portable Heater,Safety Overheat Protection,,,NT03-21AB,Does not apply,"5""",,Does not apply,,,Mainstays,Does not apply,,,Forced Air/Fan,Does not apply,Does not apply,810040945267,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Glo - Kerosene Heater Replacement Wick & Ignitor - RW16CP - New - Sealed,15.75,30-day returns,"['This is an original manufacturer replacement wick that includes an igniter.  I am very pleased with the quality and price. I know that it will perform well for me.I ordered a 2nd wick after successfully installing the first one with the excellent installation video provided by Dyna-Glo.I love it!', 'Product works great, nice full round even flame during burn.', 'This wick fit as it should and my heater now works as well as it did when it was new. ', ""This is 'OEM' Dyna-Glo replacement wick, with ignitor.  Great quality - fitment - durability."", ""The wick did't go up as high as original, but its quality is excellent."", 'Great wick. Burns as should. Great replacement and easily installs.', 'good fit  fast delievery', 'GRATE ‼️🤟 ya', 'Fits and works great', 'All-some great wick.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,Dyna-Glo,,,,,0.500,,,,Kerosene,replacement wick,,None,,RW16CP,"Floor, Desk/Tabletop",,100 sq ft or Less,1,,,Dyna-Glo,"Push Button, Analog/Mechanical",,,Radiant,85-90%,Not Electric,0872076025535,,"White, Beige, Orange",,,,,,,,,"Korea, Republic of",1-Way,,,,,,,,2018,Infrared,,,,,,,,,,Less Than 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2Pcs Micro Square MCH Ceramic Heater Resistive Heating Element, Size 15x15mm",16.98,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,MCH Heater,,,,,,,,,Electric,Ceramic,Pack of 2,,,Does not apply,,,,,,,Hua Yue Ou,,,,,,,,,White,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70W 12V Ceramic PTC Car Fan Air Heater Constant Temperature Heating Element US,17.69,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,No,,,,,As Description,,As Description,PTC Heater,,,,Does Not Apply,,,,,70W,,Unbranded,,,,As Description,,12 V,Does Not Apply,,Black,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Set Of 2 Vintage Hubbard #18 Radiant Ceramic Heater Grate Insert Bricks 8"" tall",20.0,Sale benefits charity, ,,,Hubbard #18,,,,,,,Ceramic,,Natural Gas,Ceramic Grate Insert,,,,,,"8""",,,,,Hubbard,,,,Radiant,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MegaHeat Single Tank Top Outdoor Propane Heater,29.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,Propane,Portable Heater,,,,,On Propane Tank,,,,,,MegaHeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Heater Water Flow Sensor Switch Gas Accessories for Macro Water Heater H2U,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,Does Not Apply,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heater Wheel Universal Wheel Caster Wheel for Gree Pioneer Midea Electric Heater,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN LIGHT #7002 Kerosene Heater Wick (2-Pack) HENRY ISLAND TRADING CO.,17.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Kerosene,Portable Heater,,,,,,,,,,,Henry Island Trading Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 70W Mini PTC Car Fan Air Heater Constant Temperature Electric Heating Fan,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,No,,,,,,,,PTC Heater,,,,Does not apply,,,,,70W,,Unbranded,,,,,,12 V,Does Not Apply,,Black,12V,,Approx. 4mm / 0.2inch,,,,,,China,,,,,,,,,,,,,,,,,,,,,,70W,Approx. 87mm / 3.4inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 In 1 Mini Tabletop Electric Ceramic Heater With Removable Hand Warmer White ,19.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,"5""",,Ceramic,,"Electric, Does not apply",Portable Heater,Safety Overheat Protection,,,NT03-21AB,Does not apply,"5""",,Does not apply,,,Mainstays,Does not apply,,,Forced Air/Fan,Does not apply,Does not apply,810040945236,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/220V Electric Silicone Heating Plate Heater Pad Mat Silicone Heating Coil,2.99,59 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,,,,Does not apply,,,,,,,Unbranded,,,,,,,Does not apply,,Orange,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEROSUN Radiant 10 N,O,R-101,R-40 (A-D) KEROSENE HEATER WICK,IGNITER,WICK BRUSH ",17.99,34 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,509,,No,,,,,,,Kerosene,Portable Heater,Portable,,,509,,,,,,,World Marketing of America,,,A+++ - D,Radiant,,,Does not apply,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2PCS PTC Heating Element Insulating Film Thermistor 12V Electric Heater Part,17.99,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Other,0639181736,,,,Standard,Standard,,"Insulating Film, High Temperature Line",Standard,Electric,Electric Water Heater Parts,Durable,Other,Standard,0639181760,Other,Standard,Other,Other,1-6W,Other,Unbranded,Other,Other,A - G,Other,Other,12 V,Does not apply,,Multicolor,,,,"6*30 mm, 35x8x3mm",,,,,China,,,,,,,,,,,,High efficiency/safe and reliable heating plate,PTC Heating Element,60C,Used in dehumidifier/dryer/ heater etc,Insulating Film,About 15cm,A,Constant temperature heater element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2PCS PTC Heating Element 220V Constant High Temperature Thermistor Heater Plate ,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Other,2923454322,,,,Standard,Standard,,PTC Thermistor,Standard,Electric,Electric Water Heater Parts,Durable,Standard,Standard,2923454349,Other,Standard,Other,Other,2-8W/5-20W/20-40W/4-15W,Other,Unbranded,Other,Other,A - G,Boiler,Other,220 V,,,Silver,,,,"6*30 mm, 24X15X3mm",,,,,China,,,,,,,,,,,,High efficiency/safe and reliable heating plate,PTC Heating Element,70/150/280/120C,Used in dehumidifier/dryer/ heater etc,Insulating Film,About 15cm,A,Constant temperature heater element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 70W PTC Car Fan Air Heater Constant Temperature Heating Heaters Supplies,,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,car,Portable Heater,,,,,car,,,,,,Unbranded,,,,Motor,,,Does Not Apply,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Glo Kerosene Heater Wick & Ignitor RW16CP Duraheat Redstone DH-145,19.99, ,"['This is an original manufacturer replacement wick that includes an igniter.  I am very pleased with the quality and price. I know that it will perform well for me.I ordered a 2nd wick after successfully installing the first one with the excellent installation video provided by Dyna-Glo.I love it!', 'Product works great, nice full round even flame during burn.', 'This wick fit as it should and my heater now works as well as it did when it was new. ', ""This is 'OEM' Dyna-Glo replacement wick, with ignitor.  Great quality - fitment - durability."", ""The wick did't go up as high as original, but its quality is excellent."", 'Great wick. Burns as should. Great replacement and easily installs.', 'good fit  fast delievery', 'GRATE ‼️🤟 ya', 'Fits and works great', 'All-some great wick.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,,,,,,0.500,,,,Kerosene,,,None,,RW16CP,"Floor, Desk/Tabletop",,100 sq ft or Less,1,,,Dyna-Glo,"Push Button, Analog/Mechanical",,,Radiant,85-90%,Not Electric,0872076025535,,"White, Beige, Orange",,,,,,,,,,1-Way,,,,,,,,2018,Infrared,,,,,,,,,,Less Than 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Brass Propane Tank Refill Adapter. Easily Refill Small Cylinders,19.99,19 watchers,"[""Easy to install by following the simple instructions on the package.  Makes filling the 1 lb canister simple and quick.  The instructions do warn the user to verify that there are no propane leaks (using soapy water) after a fill.  This is a MUST - I did have two leaky canister valves - and others were OK.  You may be able to stop the valve leak by a quick tap on the canister stem (helps to seal the canister's valve).  This is not a fault of the refill adapter - but simply a canister issue.     "", 'With the one pound propane tanks in the $3-4 range this is a real money saver.   I put the small tanks in the freezer overnight.  Made sure the twenty pound tank was 70-75 degrees.  Followed the directions exactly.  According to my scale just about 1lb of propane was transferred to the small bottle.  Works great.', ""No more buying replacement propane canisters for my camping stove! Yea!!! Those canisters can get expensive at $5-$8 a piece. With this adapter I'm able to refill my used canisters from my 20 gal propane tank, no fuss, no mess."", ""I HAVEN'T USED IT YET. however, IT IS HEAVY BRASS AND I am sure it will work well. The very idea of it gets 5 stars for me."", 'Excellent value. Easy to use. Completely satisfied.', 'Lots of information on how to use it. Works great!', ""Worked very well, he put the empty tanks in the freezer, then filled them upside down.  This made more room in the tank for filling. Will save $'s for next summer, while boating with his small grill."", 'Should have invested in one of these years ago when I was doing more camping.', 'Do not fill if not totally emptyDoes not fill to full', 'It did not work properly. It damages the 1lb. tank that is refilled!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,F276172,,,,,,,Brass,,"Electric, Gas, Propane",Adapter,"unisex, Low Pressure, Refill one pound bottles, soft nose POL, Canada restricted, Al..., Female Throwaway Cylinder Thread x Soft Nose P.O.L, Outdoor, refill one pound bottles, Al, soft nose pol",Standard,,F276172,,,,1,,,Mr. Heater,,Brass,,,1,Not Electric,089301761728,Full,Gold,,,,,,,,,,,,,,,Mr. Heater,,,Unknown,Thread,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200W Electric Insulated Ceramic Thermostatic PTC Heating Heater 12V WP,15.19,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,As Description,Shown as the picture,,,,,,As Description,,,As The Descriptions Show,,,,Does Not Apply,,,,,,,Unbaranded,,,,,,,Does Not Apply,,Shown as the picture,,,,As Description,,,,Does Not Apply,,,Does not Apply,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,Does not Apply,Does not Apply,Adult,As Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Remote Control For HCE323V Digital Ceramic Whole Room Tower Heater,,Last item available,"['We have 2 of these heaters. Got one about 3 years ago and just got another. One for the house and one for the RV! We love them', 'Even after putting in new batteries the remote control did not work.', 'goog quality works fine', 'We love this heater, it is so nice !', 'It was what I expected', 'Awesome product will highly reccommend']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,Honeywell HCE323 Remote,,,,,,,Ceramic,,,Remote,,,,HCE323V,,,,,,,Honeywell,"Digital, Push Button, Remote Control",,,,,,Does not apply,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000W Oscillating Ceramic Heater Floor or Tabletop,20.0, , ,,,PTC Ceramic Heater,,,,,,,,,,,Oscillation,,,NF800ZY,Tabletop,,,,,,EasyAcc,,,,,,,Does not apply,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Air Heater PTC Ceramic Heating Element Thermostatic Heating Element 12V,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,3548144520,,No,,See picture,See picture,,Ceramic,1 gal or Less (5 L),Electric,Electric Heater Parts,Timer,None,None,3548144581,"Desk/Tabletop, Wall",See picture,None,1,70W,None,Unbranded,"Digital, Push Button, Switch",PTC Thermistor,A+++ - D,Heat Pump,1,12 V,354482683016,None,Multicolor,,,,,,See picture,,,China,None,,Amazon Alexa,,,,,,2021,"Bluetooth/Bluetooth Low Energy (BLE), Clear Connect, HomePlug",,,,,,,,A++,,None,,,,,,,,,None,None,Other: See Item Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Heating Ceramic Air Heater Thermostatic 500W 110V,17.33,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Aluminum,,,,,,,Does Not Apply,,,,,500W,,Unbranded,,,,,,110V,Does Not Apply,,,,,,140*50*26mm/5.5*2*1inch,,,165g/5.8oz,Does Not Apply,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,96mm/3.8inch,PTC thermistor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
