Title,Price,Sold,Reviews,Condition,UPC,Brand,Control Style,Power Source,Color,Voltage,MPN,Material,Number of Heat Settings,Current Rating,Item Length,Heating Element Format,Air Direction,BTU Heating Rating,Type,Heating System,Features,Area Covered,Mounting Location,Item Width,Power,Model,Custom Bundle,Item Depth,Item Height,Manufacturer,Package,Piece Count,Item Weight,Year Manufactured,Size,Energy Star,Timer Control,Energy Efficiency Ratio (EER),Operating Sound Rating,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Modified Item,Non-Domestic Product,Country/Region of Manufacture,Smart Home Compatibility,Tank Capacity,Smart Home Protocol,Cable Length,Manufacturer Warranty,Maximum Room Size,Color Category,Home Decor Style,Power Type,Recommended Use,Number of Drawers,Count,PPU Quantity of Units,Seating Capacity,Count Per Pack,Assembled Product Dimensions (L x W x H),Recommended Location,Shape,Assembled Product Weight,Global Brand License,Is Electric,Mount Type,Recommended Room,Product Name,Number of Burners,Colour,Location,Manufacturer Part Number,ISBN,EAN,Binding,Returns,Thermostat,manufacturer_part_number,Heating Wattage,Heater Style,Recommended Environment,Power (W),Height,Depth,Finish,EC Range,Style,Room Coverage Area,Modification Description,Manufacturer Color,Bundle Description,Width,Item model number,Batteries Required,Heating Method,Product Dimensions,item_width,item_length,Thickness,Warranty:,Wattage,Amperage,Certifications,Maintained operational temperature,Power Cord Length,Remote Control,Warranty Description,Country of Origin,Batteries Required?,Volume,Department,Import Designation,Finish Types,Is Discontinued By Manufacturer,Number of Pieces,Item Dimensions LxWxH,Power/Fuel Type,Indoor/Outdoor,Product Weight (lb),Amperage (amps),Room Size,Product Width (in),Portable Heater Features,Cord Length (in),Area Heated (Sq Ft),Wattage (watts),Heater Type,Certifications and Listings,Product Height (in),Color Family,Portable Heater Safety Features,Heater Controls,Voltage (volts),Product Depth (in),New Title,Number of Cool Speeds,Compressor Type,Refrigerant,Product Weight (lb.),Product Depth (in.),Product Length (in.),Area Heated (Sq. Ft.),Heat rating (BTU/hour),Pack Size,Number of Elements,Bulb Type,Mount Location,Product Width (in.),Product Height (in.),Resistance Properties,Protection Properties,Batteries,Package Dimensions,Heat Output,Mounting Style,Number of Speeds,Fan Style,Blade Orientation,Time Control,Suitable For,Model No.,SKU,Vent Hose Exhaust Configuration,Tonnage,Item Weight Major,Plug type,Plug,PackQty,Brand compatible,Cod. ETCO,Mark,Use,Service,Seller,Customer service,Hydronic,package_length,Baseboard Heating Type,Shipping Exclusions,Product Length (in),Heating Product Type,Satisfaction,Heating Technology Type,Vented,Price,USA Shipping,product_height_in,heating_product_type,wattage_watts,baseboard_heating_type,voltage_volts,certifications_and_listings,product_depth_in,heat_rating_btu_hour,color_family,hydronic,amperage_amps,power_fuel_type,product_length_in,heating_technology_type,pack_size,product_width_in,vented,product_weight_lb,thermostat,heater_controls,automatic_shutoff,installation,heater_type,timer_included,anti_freeze_setting,indoor_outdoor,acli_safety_plug,number_of_heat_settings,remote_control,accessories_included,oscillation,Supply,Timer,Turbo Fan,Nett Weight,Is Dishwasher Safe,Specification met,Is Assembly Required?,Gift,Shipping,Label,PackageQuantity,ProductGroup,ProductTypeName,Publisher,Studio,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Place Of Installation,Control Type,Bundle Listing,Length,Item Diameter,Filtration Technology,Application,Contaminants Captured,Filter Life,Humidification Method,Ventilation System,Vent Style,Output Voltage,Input Voltage,Plug Type,Voltage Conversion,MaterialType,NumberOfItems,Assembly Required,Heat Range Diameter,Mounting,Fuel Type,SHIPPING,TAX,Customer Service,Handling Time:,Questions,Theme,Price Per Unit UOM,Is Portable,Age Group,Watts,Gender,Number of Shelves,Is Powered,Multipack Quantity,Calentador De Agua Cubeta,De Inmersión Con Elemento,Calentador De Agua Cubeta-,Dimension,Watt,Is Pet Friendly
Powerheat Infrared Quartz Electric Stove Heater Living Room Warm Temperature,87.95,42 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Powerheat,,Electric,,,,,,,,,,,Unit Heater,Infrared,,,Floor,,,CFI-470-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr Heater Outdoor Portable Stove 8,000 BTU Buddy FLEX Cooker Electronic Ignition",87.99,13 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Mr. Heater,Switch,Battery,Red,Not Electric,F600500,Steel,Variable,,14.5 in,Coil,,8000 BTU,Portable Heater,Radiant,Auto Shut-off,201-250 sq ft,Floor,9 in,801-900 W,F600500,,5.5 in,,,,,,,,A+++,,4.1-5,Standard,Stainless Steel,Less Than 80%,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+++ - E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patio Heater-Mounted 600/1500W Infrared Outdoor Heater Ceiling Mounted Style,,113 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,iMeshbean,,,Black,120V/60Hz,,"Aluminum, Metal, Stainless Steel",,,,,,,Infrared,,"Adjustable Power, Variable Heat Settings",,,,600/1500 W,,,,,,,,,,,,,,,,,,,,,,,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indoor & Outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10-40 square space,Ceiling,Electric,,,,,,,,,,,,,,,,,,,,
Mr. Heater Portable Buddy Propane Heater,89.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,Mr. Heater,,Propane,,,,,,,,,,,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSU-50 Mr Heater Parts Repair Kit (FedEx 2 Day Air 15.00),90.0,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Mr. Heater,,,,,,,,,,,,,,,,,,,,Mr. Heater MHU50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duraflame 1500-Watt Infrared Quartz Cabinet Indoor Electric Space Heater OpenBox,90.0,30-day returns,"[""everyone should have one of these in home- its a good value- it has the bst reviews and when its the coldest- you just cant risk your central unit going out-  mine did-   my neighbor had gotten one from soninlaw  and now has bought 2 more-   would be good in rv's also-- but loews was selling out so fast- some have remote control i didnt get it but friend did--  so she likes it with one.but  i am so glad i have one- with this winter being so cold and i am in s texas-  i cant imagine being in the north--  get one."", ""Bought this unit because it's wood like cabinet is attractive and it has 6 infrared bars.Unfortunately it puts out little heat.  The unit has a short 6 ft cord with explicit instructions to only plug direct to wall outlet - no extension cord or surge protector.  We were able to pull the unit to 3-4 ft of our seats but could not feel any head.The room has HVAC, we were simply trying to augment the furnace by having a heater close.  We could tell no difference in comfort wether the unit was on or off.Support is low level.  I called the 800# and was told the unit only works in a room with a thermostat.  Laughable.  Called back and spoke to 2nd person who said that was incorrect."", ""I don't like a hot room, this heater is just right, warms up the room to the degree u want, remote easy to use. When you turn off heater , fan runs to cool machine down. Good buy."", 'a great and wonderful heater', ""Unlike it's predecessors, this unit does not come with a washable air intake filter at the back of the unit. This may cut the lifespan down, allowing dust and airborne contaminants into the heater. The heater was also making this humming noise while running, but not continuously. Other than that, the unit does heat the prescribed area."", 'This model seems like the bare bones Duraflame infrared heater. It has 3 elements and no filter. The blower and heating elements are in the top 1/3 of the  unit, the rest is just waisted space. I feel like Duraflame made this model for big box stores to look like an expensive unit. It works fairly well at putting out heat, but doesn’t feel much like infrared though. It can heat a 300 sq ft loft (gas heat set at 60) up to around 70 degrees without running constantly. But because of how it’s made, I question it’s efficiency. Model 9HM1000-C240', ""I was expecting more output. It looks great. Works well when you next to it. Don't expect much for coverage."", 'It was smaller than what we expected, but perfect for what we wanted. It heats the area nicely. We were actually happy that it was smaller.', ""Says it will heat a 1000 square foot room and it doesn't. Our room is 700 sq. ft. It would be better in a smaller room"", 'but my 20 year old 1500 watt that heats up my 14 by 16 office in half the time.']",,0611768089109,Duraflame,"Push Button, Touch, Digital, Remote Control, Switch",Electric,Brown,120 V,9HM1000C240,Wood,Variable,10.1-15 A,,Strip,1-Way,5000-5999 BTU,Portable Heater,Infrared,Timer,951-1000 sq ft,"Floor, Cabinet",,1001-1500 W,Duraflame 9HM1000,,11 in,,,,,,2016,,,,,Standard,Stainless Steel,,,,,,,Infrared,"70""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage 1940s GE General Electric PH2A1 Copper Sun Disc Electric Heater Working,89.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,General Electric,,Electric,Brown,,,Copper,,,,,,,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Deluxe Patio Outdoor Heater Balcony Courtyard 750W/1500W Standing Style,89.99,679 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",810000175994,Simple Deluxe,,,Black,,GLHTODSTAND2IN1B,,,,,,,,Patio Outdoor Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standing Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm HS-1500-PHX-WIFI Infrared Heater,85.0, ,"['This wall furnace is made well and works perfect. Select what ever temp you want and when it reaches that it reduces power by 50 %. All automatic. It heats the room over my garage which is all finished and insulated and is 14 x 26. 364 sf. I wouldnt ask 4 anymore than that. Im in the state of Maine. I may need to add another to bring  the temp up quickly but im sure one of these will maintain from that point. For a 104 bucks you cant beat it. Oh and it eather hangs on wall or it has casters you can install. I hung mine and love it.', 'I used this in my insulated 500sq ft garage. Does a great job. In below freezing temps, warms it up to 50 degrees in only one hour. Perfect for just keeping the garage above freezing.', 'I love the WIFI feature and the heat is perfect for my 525sf space', 'I use this heater in a 250 square foot room and it works very well.It was easy to connect to wifi. I would highly recommend it.', 'Had a issue with my unit but they were quick with helping me out and getting things straightened out. Great heater that works amazingly for a great value.', 'Excellent product, easy mounting, works very well for the size', 'These are great little heaters! And at the best price! Looks good hanging on the wall and out of the way. Perfect for a bathroom.', ""i use 2 of these to warm a 2.5 car garage . it does a nice job , quiet , remote control  . temps in NY are in the 30's"", 'It’s a great little heater I put in my fish house/Camper! The remote works awesome too I couldn’t be happy would definitely recommend!', 'This is a great product for the value. Works flawless with my echo and heats up my bathroom perfectly. I would definitely recommend this product.']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",0726084376069,Heat Storm,"Switch, Wi-Fi, Touch",Electric,White,,"HS-1500-PHX-WIFI, HS-1500-PHX",Plastic,2,,,,,,"Unit Heater, Infrared",Infrared,"Safe to Touch Grill, Wall Mounte, Indoor, Space saving Wall Mount",,Wall,,1500 W,HS-1500-PHX-WIFI,,,,,,,,,,,,,,,,,,,,,Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater Contractor Series 35,000 BTU Portable Forced Air Propane Heater New",89.97,37 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0711181143935,Mr. Heater,Push Button,Propane,Black,,MHC35FA,Steel,1,,14 in,,,"35,000 BTU",Portable Heater,Forced Air/Fan,,875 square feet,Floor,11.5 in,,MHC35FA,,19 in,,,,,,,,,,,,,,,,,,20 gal,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propane,Outdoor,17 lb,,Large,11.5 in,Handle,,800,,Forced Air,,14 in,Blacks,No Additional Features,Pushbutton,,19,,,,,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piezo,12,1.390,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turbro Arcade HR1500 Electric Micathermic  Space Heater 1500W Room heating-Black,89.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,TURBRO,,,Black,120 V,Does not apply,,,,,,,,,,,151-200 sq ft,Floor,,1001-1500 W,HR1500,,,,,,,,,17.7 x 10.6 x 26.2 inches,,,,,Silicon Crystal + Mica Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VORNADO HEAT EH1-0092-69 VH200 Vortex Heater,89.98,30-day returns,"['This is the second, newer model of this heater. Works great for the rooms we are in....nice and warm, keeps us comfortable. We use to minimize our heating bill and still stay comfortable. Would not hesitate to buy another if I should find I need one. Nice to have the portable heat source that we can also control temp with the adjustable settings. The safety tip switch is another great feature.The unit is quite.', 'I bought this as a replacement for the same brand and model of heater that quit working after many years of use.  I love how quiet the heater is and how it spreads heat around a room without having a hot area only in front of the heater.  It is also lightweight and safe as the heater itself stays cool, and it has a tip over safety feature as well.', 'These are no good heaters. I have had to replace one every 4 winters, due to it just stops working. They show they are getting power, but the fan and heat does not come on. One year two went out the same way. For the price you pay you would think you are getting a well made product. I bought a cheap Polonis heater and will see how long it lasts.', 'It did a good job of heating up the room, but the off gassing was 100% poison.   I ran it outside for 4 hours thinking that would get rid of the off gassing, but it continued for 3 days. It gave me a headache, and I could taste it in my mouth.  I replaced it with a ceramic heater, and there is no off gassing.', 'Claims rooms up to 220sqft but no way lucky 140sqft room gets even any circulation of warm air if any luke warm air.Nice protection features on this unit as for all overall bathroom small bedroom it’s okNothing else', 'Haven\'t had it long enough to really work it out.  It is very quiet, it heats a bathroom very quickly from around 50 to 75 in just a few minutes. Of course the larger the room the longer it will take, but it ""throws"" heat nicely.  It feels very well built compared to other, admittedly cheaper, heaters i\'ve had in the past. I think the best compliment is, you don\'t even notice it\'s there, it just works.', 'This is the second Vornado that we have purchased. The first one only lasted 22 years! Does a fine job of heating a small room. Fan is relatively quiet. Only complaint is that it collects dust on the fan blades. Case is sealed so there is no way other than perhaps compressed air to clean the blades.', 'My old oil filled heater went out so I purchased this Vornado after so many good reviews.  It works okay but I thought it would put out more heat.  If I had to do this over again I would say no.', 'What I saw is what I got: pictures were accurate but also the consumer reviews I looked up.  It is quiet as advertised and it heats up a small space quickly. ', 'great little space heater; very quiet yet it puts out a good deal of heat.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0043765009529,Vornado,Switch,Electric,Silver,120 V,EH1-0092-69,Plastic,3,,13 in,n/a,,n/a,Fan Heater,Forced Air/Fan,"Portable,Thermostat",250 to 499 sq ft,Floor,11 in,750W to 1500W,Vornado VH200,,13 in,,,,,,,,Compliant,,n/a,n/a,n/a,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043765009529,,,,,,,,1500-1999 W,,,,A - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater 1500w 90 Oscillating Tower Portable Heater With Eco Thermostat Temp,85.63,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,VAZZIDEA,,,,,Does not apply,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,Does not apply,,30 Day Money-Back Guarantee Handling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FREE FAST SHIPPING WITHIN US,TAX FREE,"Professional Service, We Will Solve Any Problem",Up to 5 Business Days (Usually same day),ASK SELLER,,,,,,,,,,,,,,,
23 in. Portable Ceramic Heater 1500 Watt Electric Oscillating Convection Tower,89.97,30-day returns,"[""I've used three of these units for years now, snd regard them highly."", 'Works great. Easy to follow instructions. Comes with a remote. I purchase this one based on customer reviews.', 'DURABILITY I HAVE NOT USED IT ENOUGH TO MAKE THAT CALL. .I BELIEVE ITS THE BEST HEATER I HAVE EVER USED.', 'This is the second Lasko. The first one broke down after 6 years. So i decided to buy the same brand because the safety is the utmost concern.', 'This is the second Lasko tower heater I have purchased.They have upgraded the controls and are now eaasier to use. We use it in our 5th wheel travel trailer to supplement and take some of the load off of our gas furnace. I highly recommend this heater.', 'It warms up a 12x12 room quickly.  I have  had no problem with it so far, and is easy to use.', 'I Have a Lasko Fan / Heater like this one after a few years the fan without the heater function stopped working and the function buttons on the top of the unit will  not work anymore.  The unit will not power on without the Remote Control and many of the functions that are on the Control portion on the top of the heater are not on the Remote Control. I have had many Space Heaters and in my opinion Lasko is at the bottom of the barrel.  They definitely put out more noise than Heat.  I have had a couple of Lasko Fans and their motors burn out quickly.  I will not buy anymore Lasko products in the future.', 'Good heat fast', ""Heater was easy to use and decent size. It's my first heater and so far it's pretty cool."", 'right size for my sewing room']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",744110804348,Unknown,,,Multi,,5160,Plastic,2 Heat,,,,,,Does not apply,,,,,,,5160,,,,Lasko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,0313042436455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,Indoor,64,125,Medium,725,Digital DisplayHandleOscillatingPortableQuiet OperationRemot,72,300,1500,Forced Air,,23,Multi,Auto Shut OffCool-to-the-TouchNonslip Base,Electronic,120,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Lot of 7 Gas Heater Radiant Ceramic Insert Grate Fire Bricks -,89.99,8 watchers, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Does not apply,Unbranded,,Gas,,Not Electric,,Ceramic,,,,,,,Gas Heater,Radiant,,,"Floor, Wall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 1500W Cyclonic Digital Ceramic Heater CC24920 Touch Controls-See Note,89.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",046013777720,Lasko,"Digital, Touch",Electric,Black,110 V,CC24920,Ceramic,2,,,Coil,3-Way,5000-5999 BTU,Portable Heater,Cyclonic,"Auto Shut-Off, Timer",,Wall,,1001-1500 W,CC24920,No,,,,,,,2019,,A,6 hrs,,31-40 dB,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrenheat Remote Control Electric Fan Forced Garage Heater - FLCH4R,215.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",685360164861,Fahrenheat,Remote Control,"Electric, Fan",Black,208/240 V,FLCH4R,metal,,,,,,,garage heater,Forced Air/Fan,automatic fan delay,up to 480 sq ft,suspended,,4001-4500 W,FLCH4R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smudge pot tank lid for diesel orchard heater, lid only",89.0,10 watchers, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
