Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,UPC,Type 1,MPN,Colour,Size,Air Direction,Cable Length,Weight,Product Name,Temperature,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Origin,Perfermance 2,Application,Cover material,Lead wire,Perfermance 1,Number of Cool Speeds,Compressor Type,Compatible Brand,Compatible Model,Department,Final Product,Item Height,Manufacturer Part Number,Product,ISBN,EAN,Tonnage,Bundle Listing,Mounting Hole Distance,Mounting Hole Size,Product Size,Product Weight,Rated Power,Rated Voltage,Wire length,Bracket size,Suction cup length,Location,Current Rating,Package Contents,Temperature Tolerance,Heat Material,Range,Shell Material,Wire  Length,Wire width x thickness,Perfermance,Country of Manufacture,Object Type,Height,Handmade,Product Type,Modified Item,SKU,Recommended Environment,Control Type,Energy Rating,Normal temperature resistance,Country of Origin,Gear position,Timer,Temperature setting,Modes,Dimension,Net Weight,Gross Weight,Cooling Method,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Style,Heating Wattage,Recommended Location,Heater Style,Personal Heater,Energy Efficiency Rating,Operation Method,Mounting Hole Distance:,Cooling System,Corrugation Length,Heating material,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word,Key Word 2,Key Word 3,Key Word 4,UPC/GTIN Code,Mor Electric Heating SKU,Refrigerant,Rod Size,Wire Material,Wire Sleeve Material,Lead Length,Rod Material,Plug,Wind Mode,Unit Type,Plug Type,Diameter of installation hole,Distance of installation hole,Product dimension,Rated power,Suitable room,Working voltage of fan,Bundle Description,Function3,Function4,Function5,Function6,Function7,Function8,Power Mode,Volume,Certification,Colors,Function,Function1,Function2,Finish,Category,Candle Power,Fuel Type,Shank Length,Units Per Consumer Unit,Chain Length Size,Shackle Diameter,Fluid Ounces,Breaking Strength,Shackle Clearance,Assembled Product Weight,Maximum Temperature,Count,PPU Quantity of Units,Cold Crank Amp,Filter Life,Price Per Unit UOM,Power Type,Beam Spread,Items Included,Home Decor Style,Product Identifiers,Dimensions,Reserve Capacity,Maximum Motor Speed,Receiver Compatibility,Rated Load Capacity,Count Per Pack,Amps,Drop Distance,Theme,Rated power:,Certification:,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Display Screen,Set Temp,Frequency,Heater Type,Non-Domestic Product,Hole Diameter,Dimension(L*W*H),Insulation,Use,Area Heated
Pelonis 3-Speed Electric Fan Space Heater 1500W PSH08F1AWW,23.99,67 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,Pelonis PSH08F1AWW,,,,,,Steel,,,"Fan, Battery, Electric",Portable Heater,"Auto Shut-off, Timer",,,White,2019,None,6.1-7,"Window, Floor, Wall, Desk/Tabletop, Cabinet",,3,100 sq ft or Less,1001-1500 W,Less Than 2000 BTU,Pelonis,,"Dial, Rotary Knob, Switch, Analog/Mechanical",Copper,,Forced Air/Fan,1,120 V,0750545106520,,PSH08F1AWW,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500W Mini Portable Fast Heater Heating Space Heating Electric Heater In Winter,22.89,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,A+++,,"Electric, Fan",Portable Heater,,,,,2021,31-40 dB,,Desk/Tabletop,,,,401-500 W,,Unbranded,,,,,,,220 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200x200mm 12V 80W Silicone Heater Mat Pad For Printer Heated Bed Heating Pad,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,200mm,,Silicone,,,,Heating Pad,,,,,,,,,200mm,1,,,,Unbranded,,,,,,,12 V,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*Heating Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO CRB10031 Ceramic Infrared Heater,230V,1000W",22.96,105 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,CRB10031,,,,,,Ceramic,,,Electric,Electric Infrared Heater Elements,,Infrared,,Pink,,,,,,,,,,Tempco,,,,,Radiant,,240,094705180907,,CRB10031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0094705180907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V 120W Ceramic PTC Car Fan Air Heater Constant Temperature Heating Element,24.91,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,air heater,,,,,,,,,,,,120W,,unbranded,,,,,,,12V,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,1 *PTC air heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andily 500W Space Electric Small Heater Home/Office Indoor Desk Safety Switch,22.95,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,,,,Black,,,,,,,,,,andily,,Switch,,,,,,Does not apply,,FH250-BK,,,,,,,,,,,,,,,,,,,,,,,,,,FH250-BK,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Model #100 My Heat Personal Ceramic Heater Black Space Heater New Open Box,25.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,Lasko MyHeat 102,,,,,,Ceramic,,,Electric,Unit Heater,,,,Blue,2016,,,,,1,,,,Lasko,,Touch,,,,100%,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000W Oscillating Ceramic Heater Floor or Tabletop,20.0, , ,,,PTC Ceramic Heater,,,,,,,,,,,Oscillation,,,White,,,,Tabletop,,,,,,EasyAcc,,,,,,,,Does not apply,,NF800ZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANYO Heater Wick OHR-G25A/OHR-G28H/OHR-1010/OHR-1020  WAP#: 2,20.95,Returns accepted, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,SPACE HEATER,,,,,,,,,,,,,,WAO,,,,,,,,Does not apply,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASY HOME Fan-Forced Heater *New & Sealed in Original Retail Box*,21.95,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,"4.72""","7.68""",,,,,"Electric, Fan",Portable Heater,,,,Black,,,,Floor,"8.66""",3,101-150 sq ft,,,Easy Home,,"Dial, Rotary Knob",,,Forced Air/Fan,,120 V,4088500783032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cold Feet? 👠👠Office Heat! 🔥 New! 400w Handy Heater Plug-in Personal Heater, , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Mini Heater,,,,,,,,,Electric,Portable Heater,Timer,,,Black,,,,Wall,,,,400 Watts,,Handy Heater,,"Digital, Push Button, Switch",,,Forced Air/Fan,,120 V,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less Than 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500W Mini Quick Heater Heating Electric Heater Winter Heating Space Portable,22.89,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,A+++,,"Electric, Fan",Portable Heater,,,,,2021,31-40 dB,,Desk/Tabletop,,,,401-500 W,,Unbranded,,,,,,,220 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soleil Electric Personal Ceramic Mini Space Heater 250W Indoor White MH-08W New,22.0, ,"['I am very disappointed ! The heater is incredibly small... really less than a book small in size; and IT IS NOT CERAMIC... IT IS PLASTIC !!!IT ALSO TOOK FOREVER TO RECEIVE!', 'This is a great little heater. It heats up a small area very quickly. I bought it because I can use it with my Jackery battery for camping. ', 'Easy and effective to use for very  small space ,such as  car, tent etc', 'Mini personal heater just right for small spaces No   thermostat but lots of heat ', 'So far so good.  I have not needed it much but I will again.', 'It is just big enough to work in my area.', 'Excellent little heater Works great  instant heat', 'Me encanta es muy practico y puedo llevarlo a donde quiera ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,MH-08W,China,No,6 in,6in,n/a,"Wood, Ceramic, Steel",Compliant,1 gal or Less (5 L),"Wood, Electric",Portable Heater,"Auto Shut-off, Timer",HomePlug,,White,2000,Standard,3 or Less,"Floor, Desk/Tabletop",5in,1,101-150 sq ft,201-300 W,Less Than 2000 BTU,Soleil,,"Switch, Push Button, Digital, Touch, Analog/Mechanical",Stainless Steel,A+++ - E,Forced Air/Fan,Less Than 80%,120 V,0815900020726,,MH-08W,,,1-Way,Small,,,,,,,,,,,,,,,,,,,,,,,,,,Less Than 2 tons,,,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constant Temperature Heating Element 12/220V Electronic Automatic Comb Shaped ,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Other,1092474898,China,,Standard,Standard,,Aluminum,A,Standard,Electric,Electric Water Heater Parts,Other,,,Gray,,Standard,Standard,Other,Standard,1,Standard,4~100W,Standard,Unbranded,,Other,Other,A - G,Boiler,Standard,220 V,,,1092474924,,50*44*16mm,,,,PTC Constant Temperature Heating Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,±10℃,PTC Ceramic Core,40~280℃,Aluminum Alloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEARS (699.-) Kerosene Heater Wick MODEL 351020   WAP#:8b,20.95,34 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,WAO,,,,,,,,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Pcs Industry MCH Ceramic Heater Dia. 30/40/48mm Disk Resistive Heating Elements,14.8,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,MCH Heater,China,,,,,,,,Electric,Ceramic,Pack of 2,,,White,,,,,,,,,,Hua Yue Ou,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable 200W Mini Electric Heater Fan Winter Air Warmer Silent Desk Home Office,22.39,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,lectric heater,,,,,,,,,,,,220W,,Unbranded,,,,,,,,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PERFECTION KEROSENE HEATER WICK 770-1-A,780,790,770,525M,730,735,750,810,822 ",20.99,12 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,27545,,,,,,,,,Kerosene,Portable Heater,,,,White,,,,,,,,,,World Marketing of America,,,,,"Radiant, Convection",,,013204275457,,27545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Cu12110 Convection Heater - Ceramic - Electric - 1.50 Kw - 3 X Heat RV ,24.97,6 watchers,"['This little heater really puts out the heat. Heats our whole camper with ease and takes the chill out of the house so we don’t have to put the heat on too early in the season. I also don’t see too much of an effect on the electric bill.', ""Well built space heater.  I'm running two in my shop, the adjustable thermostat works great."", 'great little heater...compact size...well made....works good', 'This lil heater is amazing - Awesome deal - love it ', 'Works great thankyou', 'good product']","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Strip,Lasko CU12110,,,6 in,8 in,,Ceramic,A,none,Electric,Portable Heater,Auto Shut-Off,,,Red,,None,0,"Desk/Tabletop, Floor",11 in,Variable,151-200 sq ft,1001-1500 W,n/a,Lasko,,"Analog/Mechanical, Dial, Rotary Knob",Steel,A+++ - D,Convection,Less Than 80%,120 V,046013769961,,cu12110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Pcs Ring MCH Heating Element Heater OD 48mm ID 15/20/25mm Alumina Heating Coil,20.8,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,MCH Heater,China,,,,,,,,Electric,Ceramic,Pack of 2,,,White,,,,,,,,,,Hua Yue Ou,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Wall Plug In Small Heater Remote Control Portable Fan Space Saving Time,17.95,39 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",As Picture Shown,Does not apply,,,Approx. 7 cm,Approx. 10.5 cm,,Flame-retardant ABS+Flame-retardant nylon+PP,,,Electric,Portable Heater,Timer,,,,,31-40 dB,,Wall,Approx. 18 cm,3,11 - 20 sq m,401-500 W,,Unbranded,,Remote Control,Ceramic,,Convection,,220V-240V,,,No,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insulated Thermostatic PTC Ceramic Air Heater Incubator Parts Heating Element ,,6 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Heating Element,,,,,,Ceramic,,,,Electric Heater Parts,,,,,,,,,,,,,,Unbranded,,,,,,,,Does not apply,,Heating Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constant Temperature PTC Fan Car Heater Small Space Heating Incubator24V 180W,21.37,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,As Description,,,As The Descriptions Show6,As The Descriptions Show5,,As Description,,,,As Description,,,,Shown as the picture,,,,,As The Descriptions Show7,,,,,Unbranded,,,,,,,,Does Not Apply,,Does not Apply,Shown as the picture,As Description,,,,,,,,,,,,,,,,,,,Does not Apply,Does not Apply,Adult,As The Descriptions Show8,As The Descriptions Show4,Does not Apply,As Description,Does Not Apply,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FANCO Heater Wick Warm Air Series 22, Conv. 22  Wap#: 8",20.95,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,SPACE HEATER,,,,,,,,,,,,,,WAO,,,,,,,,Does not apply,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
