Title,Price,Sold,Reviews,Condition,Model,Type 1,Material,Type,MPN,Brand,Voltage,Size,Color,Mounting Location,UPC,Marke,Annual Fuel Utilization Efficiency (AFUE),Gas Consumption (kg/h),Gas Type,Ignition Device,Overheat Cut-Off Temperature,Supply Pressure (Mbar),EAN,Power Source,Item Length,Colour,Heating Element Material,Control Style,Heating System,Item Width,Power,Manufacturer Part Number,Manufacturer,Item Height,Item Weight,Number of Heat Settings,Smart Home Compatibility,Area Covered,Features,Smart Home Protocol,Operating Sound Rating,Heating Element Format,BTU Heating Rating,Energy Efficiency Ratio (EER),Item Depth,Tank Capacity,Power/Fuel Type,Indoor/Outdoor,Product Weight (lb),Amperage (amps),Room Size,Product Width (in),Portable Heater Features,Cord Length (in),Area Heated (Sq Ft),Wattage (watts),Heater Type,Certifications and Listings,Product Height (in),Color Family,Portable Heater Safety Features,Heater Controls,Voltage (volts),Product Depth (in),Year Manufactured,Air Direction,Cable Length,Assembled Product Dimensions (L x W x H),Assembled Product Weight,ISBN,Energy Star,Timer Control,Binding,Returns,Country/Region of Manufacture,Custom Bundle,Refrigerant,Tonnage,Manufacturer Warranty,Current Rating,Unit Type,Power Type,Recommended Location,manufacturer_part_number,BTU Cooling Rating,Bundle Description,Energy Efficiency Rating,Number of Cool Speeds,Product Type,Noise,Wind Speed,EC Range,Heating Method,Item Dimensions LxWxH,Recommended Environment,Room Coverage Area,Heater Style,Width,Heating Technology,Height,Manufacturer Color,Prop65_fl,Prop65Warning,Location,Modified Item,SHIPPING,RETURN,ITEM LOCATION,International buyers,PackQty,Vehicle Type,Heat Type,Style,Color/Finish,Housing Material,Fuel Type,Assembled Width (in),Cord Length (ft),Assembly Required,Assembled Height (in),Heating Area (sq ft),Outdoor Living Product Type,Assembled Depth (in),Total BTU,Patio Heater Type,Shipping,Tax,Item Location,Quantity,Country of Origin,Label,PackageQuantity,ProductGroup,ProductTypeName,Publisher,Studio,750 Watts,1500 Watts,Living Room Safe,Bedroom Safe,Stage,Approved,Mobile Home Safe,Cod. ETCO,Mark,Supply Voltage,Power Rating,Peak Temperature,Heating Wattage,Baseboard Heating Type,Hydronic,Product Length (in),Thermostat,Heating Product Type,Vented,Heat rating (BTU/hour),Heating Technology Type,Weight,Hight,Product Name,Thickness,Modification Description,Model No.,Product Length in inches,Product Width,Product Height,Product Weight in pounds,Materials,product_height_in,product_depth_in,heater_controls,automatic_shutoff,installation,wattage_watts,heater_type,certifications_and_listings,timer_included,color_family,anti_freeze_setting,indoor_outdoor,acli_safety_plug,number_of_heat_settings,heating_technology_type,remote_control,product_width_in,power_fuel_type,thermostat,heating_product_type,accessories_included,heat_rating_btu_hour,pack_size,amperage_amps,voltage_volts,oscillation,product_weight_lb,Heating BTU,Length,SKU,Application/Usage,Form Factor,Product Model,Heating Element,Maximum Heat Power,Product Family,Product Line,Item model number,Batteries Required?,Is Discontinued By Manufacturer,Product Dimensions,Is Dishwasher Safe,Department,Import Designation,Number of Pieces,Specification met,Included Components,assembled_depth_in,firebox_depth_in,assembled_height_in,area_heated_sq_ft,total_btu,firebox_height_in,assembly_required,firebox_width_in,heat_output_btu_hour,assembled_width_in,included,Is Assembly Required?,Batteries Required,Sub-Type,Finish,Package,Piece Count,Model Number,Depth,Number of Batteries,Battery Size,Battery Included,Motor Type,Battery Capacity,Battery Life,Configuration,International Availability,Produktart,Heizsystem,Leistung,Montageort,Stromquelle,Spannung,Steuerungsart,Anzahl der Heizstufen,Farbe,TAX,Customer Service,Handling Time:,Questions,Number of Items In Set,UPC/GTIN Code,Mor Electric Heating SKU,Pack Size,ItemPackageQuantity,Number of Shelves,Number of Drawers,Seat Depth,Seating Capacity,Firmness,Set Includes,Number of Items in Set,Load Capacity,Stove Type Compatibility,Installation,Product Lot Quantity,Shipping Weight,Global Brand License,Home Decor Style,Is Electric,Is Pet Friendly,Variant Group ID,Theme,Price Per Unit UOM,Count Per Pack,Number of Burners,Is Portable,Is Primary Variant,Recommended Room,Count,Age Group,Actual Color,Gender,Is Assembly Required,PPU Quantity of Units,Mount Type,Variant Attribute Names,Multipack Quantity,Compressor Type,GTIN,Number of shelves,Stove Type Compability,Product,Wattage,Item Package,Warranty,Dimensions,NumberOfItems,MaterialType,Agency Compliance,Watts,Heat Output,Binding Size,Fragrance Name,Country of Manufacture,Scale,Connectivity,Playable Media Format,Volume,Chipset Manufacturer,Screen Size,Compatible Brand,Chipset/GPU Model,Processor,Storage Capacity,Case Size,Band Material,Battery,Maximum Resolution,Display Technology,Mount,Internet Connectivity,Bundle Listing
 Space Heater Electric Portable Fan w/ Thermostat Home Office Workspace 1500-W,100.36,30-day returns,"[""I am somewhat disappointed with this heater.  I work in a large open workspace and winter mornings can be uncomfortable with lower temperatures.  I purchased this heater with the impression that it force out a strong powerful heat.  It surely looks the part.  When I plugged it in, I realized that it didn't put out any more forced hot air than the cheap Walmart heaters. When it heats up, it does warm up an area in my house without problem, but rather useless where I work.  Its also not affective in my garage. My garage is not insulated. Again, the purpose of this heater was to have a reliable source of warm air to work in my garage.  It simply does not have the blower power that it looks to have. Its a good space heater for any room, but not  what I needed it for.  I am disappointed. These should be made with a more powerful blower."", ""Pros - quiet operation.Con - gives off about as much heat as a candle.Do not recommend this product for cold applications.If the room was in the 40's (F) or 50's (F) maybe this would work.  I used it in my garage with a starting temp of 34 (F) and the coils never even glowed.  Gave off some heat but could hold me hand directly in front of the unit for an extended period of time.  Also the picture on the box showed the inner coil glowing, which gives you a sense this unit puts out some heat.  That doesn't happen either.  Would maybe use this in a office setting but not in a work shop."", 'I bought this product  because I have a moderate problem with bed bugs and I know heat is supposed to be one of the methods of killing these bugs. I have not tried using it for this purpose yet but I have used it in my bathroom to see if it would help dry wet clothes which worked well and it also helped me to see how well it heated and see if maybe if it could be a possibility for killing the bugs I have a problem with. not sure if it strong enough for this idea but works great for helping dry clothes and heat a small bathroom. I would suggest anyone trying to use it for any of these purposes closely moniter this heater and not leaving it on when leaving their home or for extended lengths of time , but it is a nice little heater and I would recommend it.', ""Purchases this item because I just poker games in my garage and living in Chicago and being in the winter we needed a heater to help out during game time. I put the heater in max mode and not matter what it just wasn't throwing out enough heat.You literally have to be right in front of the heater to feel anything. I wanted something affordable that was not powered by propane however they do say u get what you paid for."", ""I bought two of these for my garage and disregarded the previous reviews i read. The fan barely puts air out. It gets hot, but the fan almost seems like the motor is junk. I'll still use it. I'll just put a box fan behind it so it can actually move heat around."", ""The heater is built well and is safe however its useless in a garage or outdoors. I would recommend it for use in a indoor room or basement environment where it doesn't have to compete with more harsh temperatures. Not exactly what I was hoping for!"", 'This looks good in the pictures, but is a terrible heater. The forced air is a joke. Plus it does not get hot. With the thermostat on high, after 15 minutes, I could still hold my hand about six inches in front of the grill. Very disappointed.', 'I thought I was going to buy this to upgrade the heater I use at work in the shop. I ended up just putting it in my car that I’m working on on the side of my house. It gets to about 80° inside just a car. I don’t expect it would be able to heat the shop. The fan is very weak as well.', 'It is good product for the price, it is slow on heating a large area but keeps it at a good temperature.', 'It came in a timely manner and works great as long as its pointed at you. Give it a little time and it does warm a small space up']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",EUH1500,,"Metal,Steel","Forced Air/Fan Heater,Electric Portable Heater",EUH1500,Does not apply,120 V,,Multicolor,"Garage,Wall",0013204415006,,,,,,,,0013204415006,Electric,,,,Dial,Forced Air,"8 in,8in.",1500,,,,,Variable,,250 to 499sq ft,"Handle,Indoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,24hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Oil Filled Radiator Heater, 1500W Portable Electric Oil-Filled Radiant BLACK",103.66, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,Does Not Apply,Does Not Apply,,13.1 Inches,BLACK,,Does Not Apply,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitchen,SPACE_HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surface-Mount Fan-Forced Ceiling Heater 1,250-Watt Heat Mudroom Bathroom Durable",101.75,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,Does not apply,,,Satin Aluminum,,7445047481451,,,,,,,,07445047481451,,,,,,,,,,,,,,,,Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,11,Dial,Yes,Surface Mounted,1250,Unvented,"ANSI Certified,UL Listed",No,Metallics,No,Indoor,No,1 Heat,Radiant,No,11,Electric,No,Electric Ceiling Heater,No,4266,1,10.7,120,No,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ProFusion Heat Industrial Fan-Forced Heater- 5600 Watts, 19,000 BTU, 240 Volt",100.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,Fan Heater,,ProFusion,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Propane Grill Regulator with Acme Nut F273768 Pack of 6,103.91,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Portable Heater,F273768,Mr. Heater,,,Beige,Cabinet,0089301737686,,,,,,,,0089301737686,Propane,,,,Analog/Mechanical,Convection,,,,,,,1,,,,Thread,,,,,,,,,,,,,,,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Fan-Forced Fireplace Stove Heater Adjustable Thermostat Realistic Black,102.37, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",CZFP4,,"Plastic, Metal",Electric Portable Heater,CZFP4,comfort zone,120 V,,Black,Wall,075877125972,,,,,,,,Does not apply,Electric,,,,"Switch, Touch",Convection,,750/1500,,,,,2 Heat,,Under 150 sq ft,"Indoor, Cool-to-Touch",,Quiet,,5120,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,15 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreo Space Heater for Indoor Use 1500W Fast Heating Ceramic Electric Heater w...,103.47, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,,,Does not apply,Dreo,,16 inch,Black,,860006539566,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0860006539566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Optimus Infrared Quartz Heater with Remote, LED Display",103.63,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",H-8014,,,Space Heaters,H-8014,Optimus,,,,,0630326180140,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,Home Improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,MEGA-H-8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Comfort Glow Ashton 4,800 BTU Electric Stove Heater",102.81,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,ES4215,COMFORT GLOW,,,,,013204242152,,,,,,,,013204242152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Replacement heater for metro kotatsu with fan MSU-601E (DK) Black F/S,104.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,na,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orpat OCH 1400 Ergonomic Design Climate Control Portable Convector Room Heater,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",OCH 1400,,Metal,Convector Heater,Does Not Apply,Orpat,240 V,,Gray,Floor,Does not apply,,Mention on pack,,,,,,,Electric,45 Cm Approx,,Copper,"Digital, Remote Control",Radiant,18 Cm Approx,1250 W & 2500 W,,,,,2,,251-300 sq ft,Oscillation,Infrared,Standard,Strip,Less Than 2000 BTU,Mention on pack,16 in,As per use,,,,,,,,,,,,,,,,,,,,,,,,,A+,,,,India,No,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,46 Cm Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500 Gram Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lifesmart 1500W 6-Element Infrared Heater with Plasic Cabinet & Remote,104.89, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",HT1015,,Plasic,Portable Heater,HT1015,Life Smart Labs,120 V,,Black,"Cabinet, Desk/Tabletop, Floor",,,NA,,,,,,,"Electric, Fan",15.75 in,,quartz,"Digital, Push Button, Remote Control",Infrared,11.42 in,1501-2000 W,,,,,3,,NA,"Auto Shut-off, Timer",,Standard,NA,NA,NA,13.5 in,NA,,,,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,No,,,,,,,,,,,,,,,,A - G,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. HEATER Acme Nut x 1/4 In. MPT 20 In. LP Hose Assembly F271138-20 Pack of 6,102.87,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Brass,,F27113820,Mr. Heater,,,Black,,0089301138209,,,,,,,,0089301138209,Propane,,,,,,,,,,,,2,,,,Thread,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westinghouse WES31-1200MWHT Infrared Electric Outdoor Heater Oscillating-Port...,103.25,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Does not apply,,,,Does not apply,Westinghouse,,,White,,822990020918,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0822990020918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado 3r Wht Elec Room Heater EH-0160-43 (VEL 3R),101.45,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Vornado 3R Electric Space Heater,EH-0160-43 (VEL 3R),Vornado,,,Ice White,,043765014530,,,,,,,,,,7.480,,,,,5.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiang Wu Desktop Mini Heater Office Dormitory Home Small Heater Infant Baby Ener,136.69, , ,New,,,,,Does Not Apply,Unbranded,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ Patio Heaters Ground Electric Heater,104.30,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Heater,HIL-PHB-1500,AZ Patio Heaters,,,Black,,872313161071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIL-PHB-1500,25.5,15.5,13.5,9,Carbon Fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreo Space Heaters Quiet & Fast Portable Heater with Tip-Over and Overheat,102.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Space Heater,,Dreo,,,,,,,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forced Air & Convection,6.14 x 6.14 x 16 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
