Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,UPC,Color,Air Direction,Energy Star,Manufacturer Part Number,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Country/Region of Manufacture,Custom Bundle,Modified Item,Manufacturer Warranty,Timer Control,Smart Home Protocol,Year Manufactured,Cable Length,ISBN,Size,Smart Home Compatibility,Refrigerant,Current Rating,Tonnage,Accessories,Form Factor,Indoor or Outdoor,Wattage,Regency Use,Tip-Over Safety Switch,Shipping,Width,Room Coverage Area,Recommended Environment,Heater Style,Heating Technology,Heating Wattage,Height,Manufacturer Color,Part Type,Package Contents,Normal temperature resistance,Country of Origin,Mounting & Moving,Heating Capacity,Heater Type,Unit Quantity,Unit Type,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Package,Model Number,Piece Count,Style,Battery Included,Length,Room Size,Indoor/Outdoor,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),Heat Methods,Depth,Heating Product Type,Baseboard Heating Type,Heat rating (BTU/hour),Hydronic,Product Length (in),Heating Technology Type,Vented,Thermostat,Pack Size,globalTradeItemNumber (GTIN),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,Compatible Brand,Product Dimensions,Heating Method,Item Dimensions LxWxH,Compressor Type,Item model number,Warranty Description,Assembly Required,Batteries Required?,Number of Pieces,Included Components,Main material,Power input,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Fuel Type,Item,Mount Location,Number of Elements,Origin,Certification,Energy Rating,Battery Size,Number of Batteries,Battery Capacity,Battery Life,Motor Type,PackQty,Number of Cool Speeds,Country of Manufacture,Product,Compatible Model,Dosage,Book Tittle,Department,Format,Language,Connectivity,Author,Suitable for Safe Rooms,Programmable Timer,Clearance,Application,Certifications,Warranty,Bundle Description,Weight,Finish,Power (W),Heat Output,Gift,Model No.,ASIN,Binding,Studio,ReleaseDate,Publisher,ProductTypeName,ProductGroup,NumberOfItems,MaterialType,Label,PackageQuantity,Use,Cooling System,Product Name,Thickness,Hand Warming Temperature,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Use:,Feature2:,Feature7:,Application:,Feature5:,Feature:,Function 2:,Area Heated:,Button Battery:,Feature3:,Number of Speed Settings:,Feature4:,Feature 6:,Function 1:,Feature8:,Maximum Power,Pattern,Material Care Instructions
"Comfort Zone Heater With Silent Operation Baseboard 29-Inch 1,500-Watt White",65.43,30-day returns,"['The heater is quiet and produces a good amount of heat.  We have two of them.  One in our bedroom to supplement night time heating while the rest of the house is set at a cooler temperature (room about 400 sq. ft.)  The other we use in a small mountain condo to supplement the regular heater when temperatures are very cold outside (~650 sq. ft.)  In both cases, the Comfort Zone heater supplies quiet heat that keeps us warm.   ', ""Wanted a heater that was absolutely quiet for use in a meditation room. Have used this one for a couple years now and it is perfect. Multiple heat settings. Low heat is just right for the small (10'x12') room it is in. A digital thermostat would be nice, but the analog dial built-in t-stat built-in is very repeatable. We just make a little mark where to set it for comfort. You hear a tiny click when it cycles on or off, but no other sound. Reasonable price. Recommended!"", 'this heater is so nice it is working very well in fact it is plugged in wright now and we thank you so much.', 'We are very happy with this compact,  well made heater.  Our winters are basically mild, but we can have some really cold weather for short periods.  The heater has worked great.', 'Well made heater, excellent quality', 'This heater is junk it draws to much power and burns up the cord and the wall socket that you plug it into, i used one of there extension cords that are made for appliance use i contacted the company and told them what happened  they told me sorry to hear that BUT by using there cord that is made for appliance use said that voids the warranty, so this is what you get when you buy there products.', 'Very pleased heats very well and energy efficient.', ""Only good if you sit in front of it on high. Didn't warm room at all"", 'Keeps the bedroom perfect temp, on the lower setting.  And silent, as advertised.', 'Great little heater for a small room.  Fan is recommended to move heat around room.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Electric,Baseboard Heater,,Baseboard,,Ceramic,,"Dial, Switch",CZ600,120 V,Timer,,,,,,,,,,CZ600,,,,,,,,,,0075877250407,0075877250407,White,,,,,,,,,,,1 Month,,KNX,,,,,Iris,R-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Heater Plate 12V-220V Constant Temperature Element Thermostat Heating Tablet,3.49,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,--,PTC Heater Plate,---,---,Silver,Aluminium,1,----,PTC Heater Plate,---,PTC Heater Plate,A+++,----,Strip,Aluminium ( 铝 ),///,N/A,N/A,N/A,20mm,Does Not Apply,---,N/A,50mm,N/A,,,,,,,,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRO Kotatsu Heater Unit Low Style Table Warmer 500w MSU501H-K 100V,67.9,30-day returns,"['Great heating performance even for a large table. Easy to install and use.', 'If you want to make your own Kotatsu I defenitly recommend getting this. Make sure to read the instructions and take note of all of the warnings, though they are all pretty common sense. Would recommend :)￼', 'I have been using this Metro replacement heater for more than 10 years, and it has been trouble free, and electrioc bill is so low.   I deeply appreciated.', 'The kotatsu heater was exactly what I needed. It shipped super fast and works perfectly!', 'It works.', 'Es un muy buen producto, funciona a la perfección y de muy buena calidad']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Metro,"Electric, Fan",Heater,Panel,Desk/Tabletop,,Steel,Variable,"Switch, Dial",MSU-501H(K),100 V,Does not apply,,501-600 W,Coil,Does not apply,Less Than 80%,None,Does not apply,100 sq ft or Less,Does not apply,MSU-501H(K),Does not apply,Does not apply,Does not apply,Does not apply,A+++ - D,,,,,,4948309101430,Black,Does not apply,3 Stars,,,,,,Japan,No,,6 Months,Does not apply,Does not apply,Unknown,118.11in (300cm),,,Does not apply,Does not apply,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zicooler 22"" space heater 1000 watt fast heating portable heater fan combo",69.0,30-day returns, ,,zicooler,"Electric, Fan",Portable Heater,Radiant,Desk/Tabletop,,Plastic,Variable,Digital,,,,,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO EHT00029 Tubular Enclosure Heater,1-9/16 in. W",66.01, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Tempco,,Enclosure Heaters,,,,,1,,EHT00029,120 V,,,,,,,,,,,EHT00038,,,,,,,,,,0094706396666,0094706396666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASKO 1500W FULL CIRCLE WARMTH CERAMIC HEATER WITH REMOTE | CT22360 | NEW,69.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,,,,,Ceramic,,,,,,,,,,,,,,,CT22360,,,,,,,,,,,Does not apply,Black,,,,,,,,,,,,,,,,,,,,,,Remote,Freestanding,Indoor,1500W,143249,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costway Portable Oscillating Ceramic Tower Heater With Timer,65.87,30-day returns, ,,Costway,Electric,Tower Heater,Forced Air/Fan,Baseboard,,Ceramic,,Digital,EP24156,,"Auto Shut-off, Oscillation, Timer",,1001-1500 W,,,,None,,100 sq ft or Less,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rowenta SO9276U2 Silence Comfort Heater in Black/Silver Features Auto Off, ",69.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Rowenta,Electric,,Forced Air/Fan,,,Ceramic,,Digital,Rowenta SO9276,,,,1001-1500 W,,,,,Less Than 2000 BTU,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHstars Space Heater Indoor  Fast Heating Electric Oscillation Portable Remote,67.77, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",FHstars,Electric,Portable Heater,,,,,,,Does not apply,,Oscillation,,,,,,,,,,Does not apply,,,,,,,,,,,768358211744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Domestic Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone CZ600 1500W Baseboard Convection Space Heater & Digital Thermostat,69.99,84 sold,"['The heater is quiet and produces a good amount of heat.  We have two of them.  One in our bedroom to supplement night time heating while the rest of the house is set at a cooler temperature (room about 400 sq. ft.)  The other we use in a small mountain condo to supplement the regular heater when temperatures are very cold outside (~650 sq. ft.)  In both cases, the Comfort Zone heater supplies quiet heat that keeps us warm.   ', ""Wanted a heater that was absolutely quiet for use in a meditation room. Have used this one for a couple years now and it is perfect. Multiple heat settings. Low heat is just right for the small (10'x12') room it is in. A digital thermostat would be nice, but the analog dial built-in t-stat built-in is very repeatable. We just make a little mark where to set it for comfort. You hear a tiny click when it cycles on or off, but no other sound. Reasonable price. Recommended!"", 'this heater is so nice it is working very well in fact it is plugged in wright now and we thank you so much.', 'We are very happy with this compact,  well made heater.  Our winters are basically mild, but we can have some really cold weather for short periods.  The heater has worked great.', 'Well made heater, excellent quality', 'This heater is junk it draws to much power and burns up the cord and the wall socket that you plug it into, i used one of there extension cords that are made for appliance use i contacted the company and told them what happened  they told me sorry to hear that BUT by using there cord that is made for appliance use said that voids the warranty, so this is what you get when you buy there products.', 'Very pleased heats very well and energy efficient.', ""Only good if you sit in front of it on high. Didn't warm room at all"", 'Keeps the bedroom perfect temp, on the lower setting.  And silent, as advertised.', 'Great little heater for a small room.  Fan is recommended to move heat around room.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Electric,Baseboard Heater,Convection,Baseboard,,Ceramic,2,"Dial, Switch",Comfort Zone CZ600,120 V,Auto Shut-Off,,1001-1500 W,,,,Silent,,201-250 sq ft,6 in,CZ600,,30 in,30 in,,,,,,,0075877250407,0075877250407,White,,Not Compliant,,,,,,,No,,,,,,,,,,,,,,,,,,,,6.125 in,150 to 249 sq ft,Indoor,Baseboard,Convection,1500 watts,10.75 in,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Mount Space Heater Panel 400 Watt Convector Heater ,67.0,Last item available,"['Works as advertised, easy to mount more efficient than your average space heater. Initial odor goes away it’s not as bad as I’ve read in some reviews. ', ""I purchased this with the idea that a thermostat was included.   This is an older model that didn't include it.  It gets pretty hot so not a good fit for very young children without a guard (purchase separately)."", ""thermostat included.  I already bought one but it didn't have a thermostat.  I will see the difference now."", 'Affordable, slim in design and thermostat maintains room temperature!', 'keeps room warm for little cost', 'Quality item', 'Arrived quickly, works well. No issues. I will more.', 'Perfect for our mud room / entry way. Allows me to keep my plants there all year round.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater MH15C Heater/Cooker 8000-15000BTU,65.08,30-day returns,"['I just replaced this unit after my other unit failed after 40 years.  Most products don’t make it 4 years.  I use it ice fishing for warm lunches, in the ice hut for warmth, tent while hunting for a quick morning coffee and in my truck emergency provisions for driving and living in the high Colorado mountains.  As with any propane product, always properly ventilate and don’t fall asleep while in use.', ""Just used it once briefly and seemed to light easily and generate solid radiant heat for a 1lb cylinder heater.  Nice to have the convertible stand for cooking too but haven't tried that and may not."", 'Got this to heat my ice fishing shelter.. It works great and the three settings make it easy to regulated the temperature', ""We bought this heater for our grandson to use in his deer blind. We have several of these and I and my wife set together in a pop-up blind in any weather and have nothing bad to say about this heater. It allows us to cook lunch make coffee and tea which makes for memorable occasion's.I have had issues in the past with this heater and moisture in the propane hose, I use a Mr. Heater in line filter and have eliminated the problem. this is not and isolated issue with this heater as Mr. Heater recommends the inline filter with the big buddy heater which also works to keep moisture out of the propane line."", ""I have been looking for a decent little heater for my hunting blind. The fact that this one only cost me $36. and that it doubles as a cooker compelled me to try it out. I have only tested it at home but it seems to perform as described and I'm confident it will do the job I bought it for. "", 'I like the fact it heats and can also cook on it boils water fast', 'works great. i use a twenty pound bulk tank with hose but ponnd bottles are fine. ', ""Heater/ cooker works well.  Easy and puts out a good amount of heat.  Kinda large if your using for camping, and don't have a lot of packing room.  Being able to use it as a stove is a bonus.   I purchased this one and the one that attached to the larger propane tanks. Both were worth the price."", 'works great just might have to get another', 'This little heater is quick and easy to set up. A small propane canister will give you lots of heat for about 3 hours on high or 4-5hours on low setting. Great buy!!!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Propane,,,,,,1,Dial,Portable Propane Radiant Heater,,,,,,,,,,,,F242300,,,,,,,,,,0089301423008,0089301423008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
